clas_local,clas_visitante,G_esp_local,G_esp_visitante,quiniela,Posesión_local,Posesión_visitante,Pases_intento_local,Pases_buenos_local,Pases_%_local,Pases_intento_visitante,Pases_buenos_visitante,Pases_%_visitante,Disparos_puerta_intento_local,Disparos_puerta_buenos_local,Disparos_puerta_%_local,Disparos_puerta_intento_visitante,Disparos_puerta_buenos_visitante,Disparos_puerta_%_visitante,Paradas_local,Paradas_%_local,Paradas_visitante,Paradas_%_visitante,Amarillas_local,expulsion_doble_amarilla_local,expulsión_roja_directa_local,Amarillas_visitante,expulsion_doble_amarilla_visitante,expulsión_roja_directa_visitante,Faltas_local,Faltas_visitante,Saques_esquina_local,Saques_esquina_visitante,Pases_cruzados_local,Pases_cruzados_visitante,Toques_local,Toques_visitante,Derribos_local,Derribos_visitante,Intercepciones_local,Intercepciones_visitante,Duelos_aereos_ganados_local,Duelos_aereos_ganados_visitante,Despejes_local,Despejes_visitante,Fuera_juego_local,Fuera_juego_visitante,Saque_puerta_local,Saque_puerta_visitante,Saque_banda_local,Saque_banda_visitante,Pelotazos_local,Pelotazos_visitante,%_Saques_esquina_local_favor,%_Saques_esquina_visitante_favor,%_Saques_esquina_local_contra,%_Saques_esquina_visitante_contra,Árbitro_faltas_local,Árbitro_faltas_visitante,Árbitro_amarillas_local,Árbitro_amarillas_visitante,Árbitro_doble_amarilla_local,Árbitro_doble_amarilla_visitante,Árbitro_roja_directa_local,Árbitro_roja_directa_visitante,tarjetas_total_local,tarjetas_total_visitante,Árbitro_sum_tarjetas_local,Árbitro_sum_tarjetas_visitante,faltas_cometidas_local,faltas_cometidas_visitante,faltas_provocadas_local,faltas_provocadas_visitante,amarillas_cometidas_local,amarillas_cometidas_visitante,amarillas_provocadas_local,amarillas_provocadas_visitante,dobles_amarillas_cometidas_local,dobles_amarillas_cometidas_visitante,dobles_amarillas_provocadas_local,dobles_amarillas_provocadas_visitante,rojas_directas_cometida_local,rojas_directas_cometida_visitante,rojas_directas_provocadas_local,rojas_directas_provocadas_visitante,goles_marcados_local,goles_marcados_visitante,goles_recibidos_local,goles_recibidos_visitante,goles_esperados_local,goles_esperados_visitante,goles_esperados_contra_local,goles_esperados_contra_visitante,posesion_media_local,posesion_media_visitante,%_disparos_puerta_hechos_local,%_disparos_puerta_hechos_visitante,%_disparos_puerta_recibidos_local,%_disparos_puerta_recibidos_visitante,%_pases_cruzados_hechos_local,%_pases_cruzados_hechos_visitante,%_pases_cruzados_recibidos_local,%_pases_cruzados_recibidos_visitante,tarjetas_cometidas_local,tarjetas_cometidas_visitante,tarjetas_provocadas_local,tarjetas_provocadas_visitante
2,4,1.7,0.1,1,0.31,0.69,300,201,0.67,663,575,0.87,8,2,0.25,13,3,0.23,3,1.0,1,0.5,3,0,0,2,0,0,18,8,7,4,23,19,401,771,15,12,8,7,19,14,23,29,2,1,6,6,22,24,75,68,5.625,3.6470588235294117,3.8125,5.882352941176471,13.75,12.5625,3.0625,3.6875,0.125,0.125,0.1875,0.0,3,2,3.375,3.8125,12.5,10.941176470588236,14.75,15.823529411764707,2.6875,2.4705882352941178,2.875,2.411764705882353,0.1875,0.17647058823529413,0.1875,0.058823529411764705,0.1875,0.11764705882352941,0.0625,0.17647058823529413,1.1875,1.0588235294117647,1.5625,1.2941176470588236,1.4375,1.211764705882353,1.1625,1.5058823529411764,0.46125,0.49411764705882355,4.125,3.0,3.9375,4.588235294117647,21.5625,13.0,14.6875,20.41176470588235,3.0625,2.764705882352941,3.125,2.6470588235294112
5,2,2.5,0.6,1,0.47,0.53,549,458,0.83,608,508,0.84,18,8,0.44,7,1,0.14,1,1.0,5,0.62,1,0,0,1,0,0,12,7,4,1,8,18,667,713,13,21,11,13,15,8,23,15,1,1,11,7,20,17,61,70,6.0588235294117645,3.8823529411764706,3.2941176470588234,6.176470588235294,12.222222222222221,12.333333333333334,1.7222222222222223,2.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,1,1,2.0,2.2222222222222223,11.470588235294118,12.294117647058824,11.647058823529411,15.117647058823529,2.235294117647059,3.176470588235294,2.411764705882353,1.5294117647058822,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.058823529411764705,2.1176470588235294,0.7058823529411765,0.8235294117647058,2.1176470588235294,1.8058823529411765,0.776470588235294,0.9176470588235294,2.0470588235294116,0.5499999999999999,0.4782352941176471,5.823529411764706,2.6470588235294117,2.0,6.705882352941177,20.058823529411764,14.294117647058824,14.647058823529411,20.88235294117647,2.4705882352941178,3.411764705882353,2.705882352941176,1.588235294117647
3,2,1.2,0.5,1,0.75,0.25,744,633,0.85,251,159,0.63,16,7,0.44,4,1,0.25,1,1.0,7,1.0,1,0,0,4,1,0,15,14,8,1,33,4,841,367,23,20,1,9,15,7,5,31,6,1,5,11,32,14,71,66,6.647058823529412,2.5625,3.235294117647059,5.625,14.75,13.25,2.625,3.25,0.125,0.1875,0.0625,0.1875,1,5,2.8125,3.625,12.117647058823529,15.625,13.352941176470589,13.5625,3.0588235294117645,3.125,2.5294117647058822,2.4375,0.058823529411764705,0.25,0.058823529411764705,0.125,0.35294117647058826,0.0625,0.17647058823529413,0.25,1.3529411764705883,0.625,1.3529411764705883,1.625,1.4000000000000001,0.9375,1.288235294117647,1.75625,0.5676470588235294,0.393125,4.529411764705882,2.25,3.7058823529411766,4.75,28.941176470588236,12.25,13.588235294117647,26.3125,3.4705882352941173,3.4375,2.7647058823529407,2.8125
4,3,0.7,1.1,1,0.68,0.32,648,562,0.87,298,209,0.7,17,7,0.41,8,1,0.13,1,1.0,7,1.0,5,0,0,5,1,0,21,15,3,2,21,11,752,383,17,13,5,4,6,8,11,16,1,5,5,13,16,15,57,66,5.8125,3.5,3.875,5.375,12.166666666666666,11.944444444444445,2.0,2.8333333333333335,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,5,6,2.2222222222222223,2.9444444444444446,12.875,11.6875,13.9375,16.0,2.5,2.6875,3.625,2.6875,0.125,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,1.6875,1.1875,0.9375,1.5,1.95625,1.15625,1.0125,1.475,0.5775,0.509375,5.5625,3.0625,3.25,4.375,15.5625,16.5,16.9375,22.0,2.6875,2.75,3.75,2.8125
1,3,1.1,1.1,X,0.44,0.56,377,237,0.63,486,353,0.73,13,4,0.31,8,4,0.5,3,0.75,3,0.75,2,0,0,1,0,0,19,9,7,2,27,25,490,609,15,16,3,6,18,11,24,27,5,1,9,8,35,24,85,89,6.5625,3.1176470588235294,4.75,6.823529411764706,12.722222222222221,14.777777777777779,2.2222222222222223,3.0555555555555554,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,2,1,2.3333333333333335,3.2222222222222223,14.375,15.235294117647058,11.6875,11.058823529411764,2.375,2.7058823529411766,2.375,1.6470588235294117,0.125,0.058823529411764705,0.1875,0.058823529411764705,0.25,0.17647058823529413,0.1875,0.17647058823529413,0.9375,0.7058823529411765,1.6875,0.9411764705882353,1.24375,0.7352941176470589,1.58125,1.2529411764705882,0.47,0.4488235294117647,3.9375,2.823529411764706,4.0625,3.588235294117647,23.875,17.58823529411765,16.3125,22.764705882352942,2.75,2.941176470588235,2.75,1.8823529411764706
5,2,1.9,1.4,1,0.67,0.33,852,737,0.87,415,319,0.77,8,4,0.5,7,3,0.43,3,1.0,3,0.75,1,0,0,2,0,0,11,6,4,2,17,10,928,535,16,15,5,9,13,17,7,28,5,4,2,7,18,15,59,82,7.529411764705882,2.5,1.8235294117647058,6.0,13.235294117647058,11.0,2.8823529411764706,2.6470588235294117,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,1,2,3.0,2.9411764705882355,12.058823529411764,14.5,11.823529411764707,12.375,1.7647058823529411,3.1875,2.8823529411764706,2.625,0.11764705882352941,0.25,0.11764705882352941,0.125,0.058823529411764705,0.0625,0.11764705882352941,0.125,1.9411764705882353,0.75,0.11764705882352941,1.5,2.3058823529411767,0.70625,0.6823529411764706,1.36875,0.6558823529411765,0.393125,5.9411764705882355,2.75,1.7058823529411764,4.5625,23.294117647058822,15.0625,9.588235294117647,24.3125,1.9411764705882353,3.5,3.1176470588235294,2.875
4,5,2.1,0.8,2,0.51,0.49,515,406,0.79,493,419,0.85,18,3,0.17,10,4,0.4,2,0.5,3,1.0,3,0,0,2,0,0,17,10,12,2,39,7,617,624,20,14,7,10,9,13,6,32,3,2,4,7,31,13,49,62,7.823529411764706,5.647058823529412,2.4705882352941178,4.9411764705882355,12.166666666666666,11.944444444444445,2.0,2.8333333333333335,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,3,2,2.2222222222222223,2.9444444444444446,13.411764705882353,9.411764705882353,10.764705882352942,14.235294117647058,2.1176470588235294,2.0588235294117645,2.411764705882353,2.411764705882353,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.11764705882352941,1.1764705882352942,1.7058823529411764,0.7647058823529411,1.0588235294117647,1.3882352941176472,1.7941176470588236,0.788235294117647,1.2,0.5258823529411765,0.5823529411764706,4.176470588235294,4.9411764705882355,1.9411764705882353,3.823529411764706,27.823529411764707,14.470588235294118,13.823529411764707,17.235294117647058,2.2352941176470584,2.117647058823529,2.411764705882353,2.5882352941176467
2,2,1.9,0.4,X,0.57,0.43,543,418,0.77,410,295,0.72,16,6,0.38,13,3,0.23,1,0.33,4,0.66,2,0,0,1,0,0,8,8,6,2,26,11,661,551,20,19,5,12,9,9,14,25,5,3,4,11,24,23,67,75,7.0,3.5,3.4705882352941178,5.9375,9.736842105263158,10.473684210526315,2.3684210526315788,2.3684210526315788,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,2,1,2.526315789473684,2.473684210526316,13.176470588235293,11.25,15.882352941176471,11.125,2.764705882352941,2.6875,3.7058823529411766,2.25,0.058823529411764705,0.0,0.11764705882352941,0.0625,0.11764705882352941,0.0625,0.058823529411764705,0.125,1.411764705882353,1.0,1.0,2.25,1.3588235294117648,0.9875,0.7823529411764706,1.9625,0.556470588235294,0.44937499999999997,4.117647058823529,4.0625,2.823529411764706,6.25,26.176470588235293,15.0625,13.117647058823529,22.375,2.941176470588235,2.75,3.8823529411764706,2.4375
2,2,1.1,1.1,1,0.56,0.44,465,354,0.76,362,242,0.67,19,7,0.37,6,3,0.5,2,0.66,4,0.57,3,0,0,3,0,0,16,6,2,2,12,11,583,467,13,17,5,5,9,19,11,13,0,6,12,11,28,27,85,81,4.529411764705882,3.235294117647059,5.9411764705882355,6.705882352941177,14.75,13.25,2.625,3.25,0.125,0.1875,0.0625,0.1875,3,3,2.8125,3.625,12.588235294117647,12.058823529411764,10.588235294117647,13.470588235294118,2.8823529411764706,2.7058823529411766,2.8823529411764706,3.1176470588235294,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.17647058823529413,0.058823529411764705,0.11764705882352941,1.5294117647058822,1.2352941176470589,1.2941176470588236,1.8235294117647058,1.2705882352941178,0.9352941176470588,1.5294117647058822,1.5941176470588236,0.46058823529411763,0.3976470588235294,4.235294117647059,2.764705882352941,4.470588235294118,5.352941176470588,16.764705882352942,14.352941176470589,22.176470588235293,23.235294117647058,3.0,2.941176470588235,2.9999999999999996,3.3529411764705883
2,3,3.2,0.4,1,0.43,0.57,386,252,0.65,522,395,0.76,10,3,0.3,9,2,0.22,2,1.0,2,0.66,2,0,0,2,0,0,13,12,6,2,22,17,486,618,16,12,6,2,19,30,24,26,0,3,14,8,18,19,97,81,4.705882352941177,3.6470588235294117,5.117647058823529,5.294117647058823,14.055555555555555,13.333333333333334,3.0555555555555554,3.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,2,2,3.111111111111111,3.1666666666666665,12.823529411764707,15.529411764705882,12.647058823529411,12.0,2.588235294117647,2.9411764705882355,2.4705882352941178,2.1176470588235294,0.0,0.0,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.9411764705882353,0.8823529411764706,1.3529411764705883,1.4705882352941178,1.1352941176470588,0.8529411764705882,1.535294117647059,1.447058823529412,0.43529411764705883,0.4029411764705882,3.1176470588235294,2.411764705882353,5.588235294117647,4.352941176470588,20.176470588235293,15.705882352941176,20.11764705882353,22.88235294117647,2.7058823529411766,3.0,2.705882352941176,2.2352941176470584
3,5,0.3,1.7,2,0.41,0.59,436,350,0.8,621,528,0.85,8,2,0.25,8,3,0.38,2,0.66,2,1.0,2,0,1,4,0,0,10,15,4,2,20,18,530,708,12,19,9,5,9,6,17,17,6,1,8,7,25,18,44,81,4.0588235294117645,5.0625,4.0,4.1875,13.529411764705882,14.705882352941176,2.823529411764706,3.411764705882353,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.23529411764705882,3,4,3.1176470588235294,3.8823529411764706,11.117647058823529,11.8125,12.411764705882353,12.9375,2.2941176470588234,2.8125,2.3529411764705883,2.25,0.0,0.0625,0.0,0.0,0.11764705882352941,0.125,0.17647058823529413,0.1875,1.9411764705882353,1.6875,1.2941176470588236,0.5625,1.5176470588235293,1.6,1.1764705882352942,0.825,0.5076470588235293,0.608125,5.294117647058823,3.8125,3.5294117647058822,2.75,20.352941176470587,16.125,18.235294117647058,16.5625,2.411764705882353,3.0,2.5294117647058822,2.4375
3,1,1.5,1.2,1,0.8,0.2,853,767,0.9,215,137,0.64,22,8,0.36,6,1,0.17,1,1.0,5,0.62,1,0,0,3,0,1,7,8,5,2,25,7,960,333,23,19,5,6,6,8,7,25,3,0,1,8,24,21,79,63,6.647058823529412,4.176470588235294,3.235294117647059,6.411764705882353,12.411764705882353,14.764705882352942,1.8823529411764706,3.588235294117647,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413,1,4,2.0588235294117645,3.823529411764706,12.117647058823529,13.411764705882353,13.352941176470589,10.764705882352942,3.0588235294117645,3.0588235294117645,2.5294117647058822,1.9411764705882353,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.0,1.3529411764705883,0.5882352941176471,1.3529411764705883,2.176470588235294,1.4000000000000001,0.6941176470588236,1.288235294117647,2.0823529411764703,0.5676470588235294,0.4076470588235294,4.529411764705882,2.2941176470588234,3.7058823529411766,6.529411764705882,28.941176470588236,14.647058823529411,13.588235294117647,22.294117647058822,3.4705882352941173,3.4117647058823524,2.7647058823529407,2.0
2,4,0.9,1.6,2,0.39,0.61,397,279,0.7,627,512,0.82,6,1,0.17,12,1,0.08,1,1.0,1,1.0,4,0,0,2,0,0,25,12,6,1,24,7,484,723,15,10,10,11,9,18,13,22,0,3,8,9,23,24,80,68,3.764705882352941,3.6470588235294117,3.9411764705882355,5.882352941176471,13.461538461538462,13.692307692307692,1.3846153846153846,1.6923076923076923,0.0,0.0,0.15384615384615385,0.0,4,2,1.5384615384615385,1.6923076923076923,16.352941176470587,10.941176470588236,13.294117647058824,15.823529411764707,3.2941176470588234,2.4705882352941178,2.5294117647058822,2.411764705882353,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.2941176470588236,1.2,1.211764705882353,1.211764705882353,1.5058823529411764,0.42470588235294116,0.49411764705882355,3.2941176470588234,3.0,4.235294117647059,4.588235294117647,19.764705882352942,13.0,16.823529411764707,20.41176470588235,3.5294117647058822,2.764705882352941,2.6470588235294117,2.6470588235294112
2,2,0.7,0.4,1,0.52,0.48,451,355,0.79,411,309,0.75,13,6,0.46,15,2,0.13,2,1.0,5,0.83,3,0,0,1,0,0,14,15,4,7,20,22,581,533,21,17,6,8,15,15,20,19,1,0,9,11,22,36,77,66,5.0625,5.1875,5.625,5.8125,15.2,13.133333333333333,3.466666666666667,2.466666666666667,0.06666666666666667,0.2,0.2,0.06666666666666667,3,1,3.7333333333333334,2.7333333333333334,11.625,13.3125,13.6875,12.625,1.75,2.1875,2.0,3.0625,0.0,0.0625,0.0,0.0,0.0625,0.125,0.0625,0.375,1.125,0.75,1.3125,1.4375,1.1625,1.20625,1.225,1.40625,0.48062499999999997,0.510625,5.0625,2.9375,3.375,4.75,20.375,23.0,19.0625,17.25,1.8125,2.375,2.0625,3.4375
3,5,1.3,0.4,2,0.52,0.48,551,443,0.8,518,408,0.79,14,4,0.29,13,5,0.38,4,0.8,4,1.0,1,0,0,0,0,0,13,7,5,4,24,12,647,610,11,15,7,3,10,16,13,21,3,3,8,12,17,20,76,63,5.1875,3.6875,3.625,5.25,12.176470588235293,12.705882352941176,2.0,1.3529411764705883,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,1,0,2.1176470588235294,1.4705882352941178,14.5,12.9375,12.25,12.4375,2.5,2.9375,2.625,2.625,0.0,0.0625,0.25,0.0,0.1875,0.125,0.0625,0.0,1.0625,1.5,1.1875,0.75,1.375,1.325,1.03125,1.14375,0.515,0.46625,4.0,4.5,3.75,3.75,24.875,13.9375,12.5625,21.9375,2.6875,3.125,2.9375,2.625
3,4,0.8,1.0,1,0.49,0.51,455,344,0.76,470,353,0.75,9,3,0.33,5,0,0.0,0,1.0,2,0.66,2,0,0,2,0,0,17,19,2,5,10,15,578,578,16,16,9,9,15,9,24,16,4,2,8,4,25,28,64,80,5.0625,5.0,3.8125,4.4375,14.25,12.75,2.1875,2.5,0.0,0.0625,0.1875,0.125,2,2,2.375,2.6875,12.75,13.75,13.25,12.75,2.0625,2.0,2.75,2.8125,0.0625,0.0,0.0625,0.0625,0.0625,0.1875,0.1875,0.125,1.375,1.4375,1.0625,1.25,1.225,1.4125,0.93125,1.025,0.54,0.51375,4.5,3.75,2.5625,4.1875,20.1875,19.875,14.25,18.0625,2.1875,2.1875,3.0,3.0
5,4,0.6,1.9,X,0.61,0.39,708,617,0.87,449,374,0.83,20,7,0.35,8,3,0.38,3,1.0,7,1.0,1,0,0,4,0,0,8,19,10,3,23,6,824,575,17,24,6,13,9,6,10,35,4,2,3,8,13,13,43,48,6.8125,4.235294117647059,2.9375,3.823529411764706,9.736842105263158,10.473684210526315,2.3684210526315788,2.3684210526315788,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,1,4,2.526315789473684,2.473684210526316,10.375,16.470588235294116,13.75,12.294117647058824,1.6875,2.235294117647059,2.5625,3.0,0.0625,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.1875,0.17647058823529413,2.5,1.2941176470588236,0.875,0.9411764705882353,2.3,1.2588235294117647,1.025,1.0823529411764705,0.615,0.5511764705882354,6.6875,4.764705882352941,2.6875,3.235294117647059,16.4375,14.058823529411764,10.625,16.941176470588236,1.75,2.2941176470588234,2.75,3.2941176470588234
4,3,2.3,0.2,2,0.62,0.38,578,458,0.79,359,266,0.74,12,3,0.25,11,3,0.27,2,0.66,3,1.0,2,0,0,3,0,0,11,18,5,4,13,16,679,486,21,20,5,12,9,11,14,26,6,3,7,11,16,13,61,67,5.8125,4.625,3.875,5.0625,13.461538461538462,13.692307692307692,1.3846153846153846,1.6923076923076923,0.0,0.0,0.15384615384615385,0.0,2,3,1.5384615384615385,1.6923076923076923,12.875,15.875,13.9375,14.875,2.5,2.6875,3.625,2.5625,0.125,0.125,0.0625,0.1875,0.0625,0.0625,0.0625,0.0625,1.6875,0.9375,0.9375,1.4375,1.95625,0.9,1.0125,1.5999999999999999,0.5775,0.485625,5.5625,2.9375,3.25,4.0625,15.5625,17.625,16.9375,20.6875,2.6875,2.875,3.75,2.8125
4,2,1.7,1.6,1,0.42,0.58,389,314,0.81,534,432,0.81,17,9,0.53,15,3,0.2,2,0.66,5,0.55,2,1,0,1,0,0,14,12,0,3,12,21,513,624,5,16,9,9,13,15,25,13,1,3,12,6,12,19,56,72,7.823529411764706,2.5625,2.4705882352941178,5.625,10.928571428571429,13.071428571428571,2.2857142857142856,1.8571428571428572,0.14285714285714285,0.0,0.21428571428571427,0.14285714285714285,3,1,2.642857142857143,2.0,13.411764705882353,15.625,10.764705882352942,13.5625,2.1176470588235294,3.125,2.411764705882353,2.4375,0.058823529411764705,0.25,0.0,0.125,0.058823529411764705,0.0625,0.0,0.25,1.1764705882352942,0.625,0.7647058823529411,1.625,1.3882352941176472,0.9375,0.788235294117647,1.75625,0.5258823529411765,0.393125,4.176470588235294,2.25,1.9411764705882353,4.75,27.823529411764707,12.25,13.823529411764707,26.3125,2.2352941176470584,3.4375,2.411764705882353,2.8125
2,3,1.4,0.9,X,0.41,0.59,368,263,0.71,539,420,0.78,9,4,0.44,9,3,0.33,2,0.66,3,0.75,3,1,0,5,1,0,9,17,4,3,23,19,471,616,16,10,7,6,19,31,28,21,1,2,6,8,20,23,73,99,5.625,3.1176470588235294,3.8125,6.823529411764706,13.235294117647058,11.0,2.8823529411764706,2.6470588235294117,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,4,6,3.0,2.9411764705882355,12.5,15.235294117647058,14.75,11.058823529411764,2.6875,2.7058823529411766,2.875,1.6470588235294117,0.1875,0.058823529411764705,0.1875,0.058823529411764705,0.1875,0.17647058823529413,0.0625,0.17647058823529413,1.1875,0.7058823529411765,1.5625,0.9411764705882353,1.4375,0.7352941176470589,1.1625,1.2529411764705882,0.46125,0.4488235294117647,4.125,2.823529411764706,3.9375,3.588235294117647,21.5625,17.58823529411765,14.6875,22.764705882352942,3.0625,2.941176470588235,3.125,1.8823529411764706
1,4,3.0,1.4,1,0.28,0.72,240,167,0.7,618,537,0.87,16,5,0.31,14,2,0.14,1,0.5,4,0.8,4,0,0,2,0,0,19,8,6,10,11,19,372,744,30,19,12,1,8,9,22,21,1,0,6,5,11,23,48,39,6.5625,4.9411764705882355,4.75,5.9411764705882355,14.235294117647058,12.882352941176471,3.0588235294117645,2.4705882352941178,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,4,2,3.411764705882353,2.588235294117647,14.375,11.176470588235293,11.6875,12.941176470588236,2.375,2.176470588235294,2.375,2.0588235294117645,0.125,0.0,0.1875,0.0,0.25,0.058823529411764705,0.1875,0.11764705882352941,0.9375,1.1764705882352942,1.6875,1.1176470588235294,1.24375,1.1941176470588235,1.58125,1.4529411764705882,0.47,0.5476470588235295,3.9375,3.9411764705882355,4.0625,4.235294117647059,23.875,12.823529411764707,16.3125,20.58823529411765,2.75,2.2352941176470584,2.75,2.176470588235294
5,2,0.7,1.2,X,0.62,0.38,690,550,0.8,417,280,0.67,12,4,0.33,8,0,0.0,0,1.0,3,0.75,3,0,0,5,0,0,11,18,8,0,31,5,779,529,9,18,8,13,25,17,8,26,3,0,7,11,21,19,76,87,6.0588235294117645,2.5,3.2941176470588234,6.0,14.333333333333334,13.88888888888889,2.6666666666666665,2.888888888888889,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,3,5,2.7777777777777777,3.111111111111111,11.470588235294118,14.5,11.647058823529411,12.375,2.235294117647059,3.1875,2.411764705882353,2.625,0.11764705882352941,0.25,0.11764705882352941,0.125,0.11764705882352941,0.0625,0.17647058823529413,0.125,2.1176470588235294,0.75,0.8235294117647058,1.5,1.8058823529411765,0.70625,0.9176470588235294,1.36875,0.5499999999999999,0.393125,5.823529411764706,2.75,2.0,4.5625,20.058823529411764,15.0625,14.647058823529411,24.3125,2.4705882352941178,3.5,2.705882352941176,2.875
4,3,3.4,1.9,2,0.55,0.45,507,412,0.81,423,316,0.75,14,6,0.43,9,6,0.67,2,0.33,4,0.66,2,0,1,3,0,0,11,13,5,5,20,11,614,538,16,24,12,8,13,14,14,25,3,6,5,8,24,21,63,68,4.375,4.647058823529412,5.1875,4.823529411764706,12.222222222222221,12.333333333333334,1.7222222222222223,2.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,3,3,2.0,2.2222222222222223,10.9375,12.0,14.9375,13.764705882352942,1.875,2.411764705882353,3.0625,2.823529411764706,0.0,0.11764705882352941,0.0,0.058823529411764705,0.5,0.11764705882352941,0.125,0.17647058823529413,1.375,0.9411764705882353,0.9375,1.7058823529411764,1.51875,1.1823529411764706,1.11875,1.5705882352941176,0.505625,0.4758823529411765,4.3125,3.4705882352941178,3.0625,4.176470588235294,14.25,17.0,18.75,19.176470588235293,2.375,2.6470588235294117,3.1875,3.0588235294117645
3,5,0.2,1.7,1,0.27,0.73,248,173,0.7,678,603,0.89,4,1,0.25,19,0,0.0,0,1.0,1,1.0,5,0,0,5,0,0,29,14,1,12,12,32,350,790,21,14,7,11,11,16,31,6,1,1,15,1,9,9,72,56,3.8125,5.647058823529412,4.3125,4.9411764705882355,13.75,12.5625,3.0625,3.6875,0.125,0.125,0.1875,0.0,5,5,3.375,3.8125,17.375,9.411764705882353,13.875,14.235294117647058,3.6875,2.0588235294117645,3.1875,2.411764705882353,0.0,0.058823529411764705,0.0,0.058823529411764705,0.1875,0.0,0.125,0.11764705882352941,1.0625,1.7058823529411764,0.75,1.0588235294117647,1.1,1.7941176470588236,0.89375,1.2,0.4225,0.5823529411764706,3.3125,4.9411764705882355,2.5625,3.823529411764706,18.375,14.470588235294118,18.25,17.235294117647058,3.875,2.117647058823529,3.3125,2.5882352941176467
3,2,2.3,1.0,1,0.51,0.49,546,468,0.86,519,430,0.83,20,8,0.4,8,4,0.5,4,1.0,7,0.87,1,0,0,4,0,0,11,10,8,4,21,21,645,607,11,17,8,5,15,10,10,17,1,0,12,8,14,23,80,46,4.0588235294117645,5.1875,4.0,5.8125,12.166666666666666,11.944444444444445,2.0,2.8333333333333335,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,1,4,2.2222222222222223,2.9444444444444446,11.117647058823529,13.3125,12.411764705882353,12.625,2.2941176470588234,2.1875,2.3529411764705883,3.0625,0.0,0.0625,0.0,0.0,0.11764705882352941,0.125,0.17647058823529413,0.375,1.9411764705882353,0.75,1.2941176470588236,1.4375,1.5176470588235293,1.20625,1.1764705882352942,1.40625,0.5076470588235293,0.510625,5.294117647058823,2.9375,3.5294117647058822,4.75,20.352941176470587,23.0,18.235294117647058,17.25,2.411764705882353,2.375,2.5294117647058822,3.4375
4,2,1.2,0.7,2,0.55,0.45,502,404,0.8,418,303,0.72,15,4,0.27,7,2,0.29,1,0.5,4,1.0,4,0,0,5,0,0,17,14,0,4,9,17,611,523,15,29,7,14,24,11,13,14,2,7,4,8,26,20,44,74,4.0625,3.8823529411764706,4.1875,6.176470588235294,15.058823529411764,15.0,2.6470588235294117,3.588235294117647,0.058823529411764705,0.0,0.0,0.058823529411764705,4,5,2.7058823529411766,3.6470588235294117,16.4375,12.294117647058824,13.25,15.117647058823529,2.5625,3.176470588235294,2.25,1.5294117647058822,0.0,0.11764705882352941,0.125,0.0,0.0625,0.11764705882352941,0.0625,0.058823529411764705,1.3125,0.7058823529411765,0.8125,2.1176470588235294,1.4,0.776470588235294,0.79375,2.0470588235294116,0.548125,0.4782352941176471,4.25,2.6470588235294117,3.4375,6.705882352941177,13.0,14.294117647058824,13.9375,20.88235294117647,2.625,3.411764705882353,2.4375,1.588235294117647
