clas_local,clas_visitante,G_esp_local,G_esp_visitante,quiniela,Posesión_local,Posesión_visitante,Pases_intento_local,Pases_buenos_local,Pases_%_local,Pases_intento_visitante,Pases_buenos_visitante,Pases_%_visitante,Disparos_puerta_intento_local,Disparos_puerta_buenos_local,Disparos_puerta_%_local,Disparos_puerta_intento_visitante,Disparos_puerta_buenos_visitante,Disparos_puerta_%_visitante,Paradas_local,Paradas_%_local,Paradas_visitante,Paradas_%_visitante,Amarillas_local,expulsion_doble_amarilla_local,expulsión_roja_directa_local,Amarillas_visitante,expulsion_doble_amarilla_visitante,expulsión_roja_directa_visitante,Faltas_local,Faltas_visitante,Saques_esquina_local,Saques_esquina_visitante,Pases_cruzados_local,Pases_cruzados_visitante,Toques_local,Toques_visitante,Derribos_local,Derribos_visitante,Intercepciones_local,Intercepciones_visitante,Duelos_aereos_ganados_local,Duelos_aereos_ganados_visitante,Despejes_local,Despejes_visitante,Fuera_juego_local,Fuera_juego_visitante,Saque_puerta_local,Saque_puerta_visitante,Saque_banda_local,Saque_banda_visitante,Pelotazos_local,Pelotazos_visitante,%_Saques_esquina_local_favor,%_Saques_esquina_visitante_favor,%_Saques_esquina_local_contra,%_Saques_esquina_visitante_contra,Árbitro_faltas_local,Árbitro_faltas_visitante,Árbitro_amarillas_local,Árbitro_amarillas_visitante,Árbitro_doble_amarilla_local,Árbitro_doble_amarilla_visitante,Árbitro_roja_directa_local,Árbitro_roja_directa_visitante,tarjetas_total_local,tarjetas_total_visitante,Árbitro_sum_tarjetas_local,Árbitro_sum_tarjetas_visitante,faltas_cometidas_local,faltas_cometidas_visitante,faltas_provocadas_local,faltas_provocadas_visitante,amarillas_cometidas_local,amarillas_cometidas_visitante,amarillas_provocadas_local,amarillas_provocadas_visitante,dobles_amarillas_cometidas_local,dobles_amarillas_cometidas_visitante,dobles_amarillas_provocadas_local,dobles_amarillas_provocadas_visitante,rojas_directas_cometida_local,rojas_directas_cometida_visitante,rojas_directas_provocadas_local,rojas_directas_provocadas_visitante,goles_marcados_local,goles_marcados_visitante,goles_recibidos_local,goles_recibidos_visitante,goles_esperados_local,goles_esperados_visitante,goles_esperados_contra_local,goles_esperados_contra_visitante,posesion_media_local,posesion_media_visitante,%_disparos_puerta_hechos_local,%_disparos_puerta_hechos_visitante,%_disparos_puerta_recibidos_local,%_disparos_puerta_recibidos_visitante,%_pases_cruzados_hechos_local,%_pases_cruzados_hechos_visitante,%_pases_cruzados_recibidos_local,%_pases_cruzados_recibidos_visitante,tarjetas_cometidas_local,tarjetas_cometidas_visitante,tarjetas_provocadas_local,tarjetas_provocadas_visitante
3,2,2.3,1.1,X,0.65,0.35,557,451,0.81,306,206,0.67,22,5,0.23,9,2,0.22,1,0.5,5,1.0,5,0,0,4,0,0,16,9,6,2,45,11,645,417,11,17,6,5,19,10,12,40,3,2,8,19,23,12,70,80,4.0588235294117645,2.5625,4.0,5.625,9.736842105263158,10.473684210526315,2.3684210526315788,2.3684210526315788,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,5,4,2.526315789473684,2.473684210526316,11.117647058823529,15.625,12.411764705882353,13.5625,2.2941176470588234,3.125,2.3529411764705883,2.4375,0.0,0.25,0.0,0.125,0.11764705882352941,0.0625,0.17647058823529413,0.25,1.9411764705882353,0.625,1.2941176470588236,1.625,1.5176470588235293,0.9375,1.1764705882352942,1.75625,0.5076470588235293,0.393125,5.294117647058823,2.25,3.5294117647058822,4.75,20.352941176470587,12.25,18.235294117647058,26.3125,2.411764705882353,3.4375,2.5294117647058822,2.8125
2,1,2.7,1.7,X,0.6,0.4,530,435,0.82,357,266,0.75,19,6,0.32,7,5,0.71,4,0.8,5,0.83,3,0,0,6,0,0,14,19,6,1,24,7,639,480,22,28,7,7,11,17,8,37,5,1,4,13,21,19,50,71,7.0,4.176470588235294,3.4705882352941178,6.411764705882353,14.25,12.75,2.1875,2.5,0.0,0.0625,0.1875,0.125,3,6,2.375,2.6875,13.176470588235293,13.411764705882353,15.882352941176471,10.764705882352942,2.764705882352941,3.0588235294117645,3.7058823529411766,1.9411764705882353,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.0,1.411764705882353,0.5882352941176471,1.0,2.176470588235294,1.3588235294117648,0.6941176470588236,0.7823529411764706,2.0823529411764703,0.556470588235294,0.4076470588235294,4.117647058823529,2.2941176470588234,2.823529411764706,6.529411764705882,26.176470588235293,14.647058823529411,13.117647058823529,22.294117647058822,2.941176470588235,3.4117647058823524,3.8823529411764706,2.0
3,3,0.7,0.2,2,0.44,0.56,417,326,0.78,533,434,0.81,9,4,0.44,4,1,0.25,0,0.0,4,1.0,2,0,0,3,0,0,17,15,1,3,16,12,508,624,13,6,4,14,11,13,19,14,2,2,7,4,27,16,57,65,3.8125,2.875,4.3125,5.5625,12.166666666666666,11.944444444444445,2.0,2.8333333333333335,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,2,3,2.2222222222222223,2.9444444444444446,17.375,11.9375,13.875,12.375,3.6875,3.6875,3.1875,2.6875,0.0,0.1875,0.0,0.0,0.1875,0.0625,0.125,0.1875,1.0625,1.125,0.75,1.625,1.1,0.88125,0.89375,1.7125000000000001,0.4225,0.5181250000000001,3.3125,2.9375,2.5625,4.6875,18.375,15.6875,18.25,22.1875,3.875,3.9375,3.3125,2.875
4,5,1.2,0.3,2,0.6,0.4,629,492,0.78,411,287,0.7,13,3,0.23,3,1,0.33,0,0.0,3,1.0,0,0,0,6,0,0,14,17,6,1,34,7,749,547,18,32,7,14,18,20,8,27,0,1,7,11,23,18,70,83,7.823529411764706,3.6875,2.4705882352941178,5.25,12.411764705882353,14.764705882352942,1.8823529411764706,3.588235294117647,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413,0,6,2.0588235294117645,3.823529411764706,13.411764705882353,12.9375,10.764705882352942,12.4375,2.1176470588235294,2.9375,2.411764705882353,2.625,0.058823529411764705,0.0625,0.0,0.0,0.058823529411764705,0.125,0.0,0.0,1.1764705882352942,1.5,0.7647058823529411,0.75,1.3882352941176472,1.325,0.788235294117647,1.14375,0.5258823529411765,0.46625,4.176470588235294,4.5,1.9411764705882353,3.75,27.823529411764707,13.9375,13.823529411764707,21.9375,2.2352941176470584,3.125,2.411764705882353,2.625
3,4,0.5,0.8,2,0.53,0.47,498,401,0.81,440,340,0.77,10,3,0.3,8,6,0.75,4,0.66,2,0.66,5,0,1,7,0,0,14,17,1,6,21,12,618,548,26,14,6,13,9,13,12,23,2,1,3,4,17,27,67,65,5.0625,4.235294117647059,3.8125,3.823529411764706,13.529411764705882,14.705882352941176,2.823529411764706,3.411764705882353,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.23529411764705882,6,7,3.1176470588235294,3.8823529411764706,12.75,16.470588235294116,13.25,12.294117647058824,2.0625,2.235294117647059,2.75,3.0,0.0625,0.0,0.0625,0.11764705882352941,0.0625,0.058823529411764705,0.1875,0.17647058823529413,1.375,1.2941176470588236,1.0625,0.9411764705882353,1.225,1.2588235294117647,0.93125,1.0823529411764705,0.54,0.5511764705882354,4.5,4.764705882352941,2.5625,3.235294117647059,20.1875,14.058823529411764,14.25,16.941176470588236,2.1875,2.2941176470588234,3.0,3.2941176470588234
5,5,1.1,2.0,1,0.44,0.56,447,369,0.83,576,508,0.88,7,3,0.43,18,5,0.28,4,0.8,1,0.33,2,0,0,2,0,0,11,14,2,3,7,9,539,671,16,14,6,8,7,7,11,5,3,4,9,6,17,15,68,53,6.8125,5.0625,2.9375,4.1875,12.722222222222221,14.777777777777779,2.2222222222222223,3.0555555555555554,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,2,2,2.3333333333333335,3.2222222222222223,10.375,11.8125,13.75,12.9375,1.6875,2.8125,2.5625,2.25,0.0625,0.0625,0.0,0.0,0.0,0.125,0.1875,0.1875,2.5,1.6875,0.875,0.5625,2.3,1.6,1.025,0.825,0.615,0.608125,6.6875,3.8125,2.6875,2.75,16.4375,16.125,10.625,16.5625,1.75,3.0,2.75,2.4375
2,2,1.3,0.7,1,0.49,0.51,418,309,0.74,437,333,0.76,15,3,0.2,14,2,0.14,2,1.0,2,0.66,1,0,0,4,0,0,13,11,6,4,16,12,521,540,20,15,4,5,17,19,7,17,2,2,11,7,25,23,85,81,5.625,3.8823529411764706,3.8125,6.176470588235294,12.285714285714286,11.857142857142858,1.8571428571428572,2.5714285714285716,0.0,0.2857142857142857,0.0,0.0,1,4,1.8571428571428572,2.857142857142857,12.5,12.294117647058824,14.75,15.117647058823529,2.6875,3.176470588235294,2.875,1.5294117647058822,0.1875,0.11764705882352941,0.1875,0.0,0.1875,0.11764705882352941,0.0625,0.058823529411764705,1.1875,0.7058823529411765,1.5625,2.1176470588235294,1.4375,0.776470588235294,1.1625,2.0470588235294116,0.46125,0.4782352941176471,4.125,2.6470588235294117,3.9375,6.705882352941177,21.5625,14.294117647058824,14.6875,20.88235294117647,3.0625,3.411764705882353,3.125,1.588235294117647
4,2,2.5,0.8,1,0.54,0.46,564,458,0.81,475,390,0.82,16,6,0.38,12,5,0.42,4,0.8,3,0.5,1,0,0,1,0,0,6,7,9,3,18,15,638,572,14,6,4,12,7,14,8,18,1,3,6,8,14,19,66,46,4.375,3.5,5.1875,5.9375,14.75,13.25,2.625,3.25,0.125,0.1875,0.0625,0.1875,1,1,2.8125,3.625,10.9375,11.25,14.9375,11.125,1.875,2.6875,3.0625,2.25,0.0,0.0,0.0,0.0625,0.5,0.0625,0.125,0.125,1.375,1.0,0.9375,2.25,1.51875,0.9875,1.11875,1.9625,0.505625,0.44937499999999997,4.3125,4.0625,3.0625,6.25,14.25,15.0625,18.75,22.375,2.375,2.75,3.1875,2.4375
4,3,1.5,0.5,1,0.58,0.42,454,369,0.81,326,249,0.76,11,8,0.73,14,3,0.21,3,1.0,7,0.87,2,0,0,6,0,0,14,23,8,4,14,17,549,425,10,13,4,12,8,14,17,18,5,2,10,5,18,15,67,70,5.8125,3.1176470588235294,3.875,6.823529411764706,15.058823529411764,15.0,2.6470588235294117,3.588235294117647,0.058823529411764705,0.0,0.0,0.058823529411764705,2,6,2.7058823529411766,3.6470588235294117,12.875,15.235294117647058,13.9375,11.058823529411764,2.5,2.7058823529411766,3.625,1.6470588235294117,0.125,0.058823529411764705,0.0625,0.058823529411764705,0.0625,0.17647058823529413,0.0625,0.17647058823529413,1.6875,0.7058823529411765,0.9375,0.9411764705882353,1.95625,0.7352941176470589,1.0125,1.2529411764705882,0.5775,0.4488235294117647,5.5625,2.823529411764706,3.25,3.588235294117647,15.5625,17.58823529411765,16.9375,22.764705882352942,2.6875,2.941176470588235,3.75,1.8823529411764706
3,2,1.1,1.8,X,0.64,0.36,548,451,0.82,313,234,0.75,18,5,0.28,12,4,0.33,3,0.75,4,0.8,4,0,1,7,0,0,11,26,11,6,31,13,637,446,12,22,3,8,17,13,12,30,1,1,6,7,25,22,70,62,6.647058823529412,5.1875,3.235294117647059,5.8125,14.055555555555555,13.333333333333334,3.0555555555555554,3.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,5,7,3.111111111111111,3.1666666666666665,12.117647058823529,13.3125,13.352941176470589,12.625,3.0588235294117645,2.1875,2.5294117647058822,3.0625,0.058823529411764705,0.0625,0.058823529411764705,0.0,0.35294117647058826,0.125,0.17647058823529413,0.375,1.3529411764705883,0.75,1.3529411764705883,1.4375,1.4000000000000001,1.20625,1.288235294117647,1.40625,0.5676470588235294,0.510625,4.529411764705882,2.9375,3.7058823529411766,4.75,28.941176470588236,23.0,13.588235294117647,17.25,3.4705882352941173,2.375,2.7647058823529407,3.4375
2,4,0.8,1.0,X,0.41,0.59,411,282,0.69,580,465,0.8,11,4,0.36,14,4,0.29,2,0.5,2,0.5,6,0,0,4,0,0,14,11,7,4,26,28,500,689,18,4,8,8,15,12,23,29,5,2,12,8,15,15,99,68,3.764705882352941,5.0,3.9411764705882355,4.4375,14.235294117647058,12.882352941176471,3.0588235294117645,2.4705882352941178,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,6,4,3.411764705882353,2.588235294117647,16.352941176470587,13.75,13.294117647058824,12.75,3.2941176470588234,2.0,2.5294117647058822,2.8125,0.11764705882352941,0.0,0.11764705882352941,0.0625,0.11764705882352941,0.1875,0.0,0.125,1.0588235294117647,1.4375,1.0588235294117647,1.25,1.2,1.4125,1.211764705882353,1.025,0.42470588235294116,0.51375,3.2941176470588234,3.75,4.235294117647059,4.1875,19.764705882352942,19.875,16.823529411764707,18.0625,3.5294117647058822,2.1875,2.6470588235294117,3.0
5,3,1.1,1.8,X,0.52,0.48,572,470,0.82,524,416,0.79,12,4,0.33,13,3,0.23,3,1.0,3,0.75,3,0,0,0,0,0,11,11,3,4,13,26,686,636,21,14,14,7,9,11,19,18,3,3,8,8,16,23,69,68,6.0588235294117645,4.625,3.2941176470588234,5.0625,12.166666666666666,11.944444444444445,2.0,2.8333333333333335,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,3,0,2.2222222222222223,2.9444444444444446,11.470588235294118,15.875,11.647058823529411,14.875,2.235294117647059,2.6875,2.411764705882353,2.5625,0.11764705882352941,0.125,0.11764705882352941,0.1875,0.11764705882352941,0.0625,0.17647058823529413,0.0625,2.1176470588235294,0.9375,0.8235294117647058,1.4375,1.8058823529411765,0.9,0.9176470588235294,1.5999999999999999,0.5499999999999999,0.485625,5.823529411764706,2.9375,2.0,4.0625,20.058823529411764,17.625,14.647058823529411,20.6875,2.4705882352941178,2.875,2.705882352941176,2.8125
2,4,0.9,0.9,X,0.41,0.59,381,278,0.73,552,447,0.81,13,3,0.23,12,3,0.25,3,1.0,3,1.0,1,0,0,2,1,0,15,7,4,9,9,27,486,650,16,19,5,10,13,17,23,17,2,1,8,8,21,17,69,82,4.705882352941177,3.6470588235294117,5.117647058823529,5.882352941176471,12.285714285714286,11.857142857142858,1.8571428571428572,2.5714285714285716,0.0,0.2857142857142857,0.0,0.0,1,3,1.8571428571428572,2.857142857142857,12.823529411764707,10.941176470588236,12.647058823529411,15.823529411764707,2.588235294117647,2.4705882352941178,2.4705882352941178,2.411764705882353,0.0,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.9411764705882353,1.0588235294117647,1.3529411764705883,1.2941176470588236,1.1352941176470588,1.211764705882353,1.535294117647059,1.5058823529411764,0.43529411764705883,0.49411764705882355,3.1176470588235294,3.0,5.588235294117647,4.588235294117647,20.176470588235293,13.0,20.11764705882353,20.41176470588235,2.7058823529411766,2.764705882352941,2.705882352941176,2.6470588235294112
2,3,1.5,2.6,1,0.38,0.62,327,228,0.7,537,443,0.82,8,6,0.75,21,4,0.19,3,0.75,2,0.33,1,0,0,1,0,0,12,11,3,7,17,27,434,627,21,10,6,5,17,14,24,13,0,1,12,5,19,28,72,44,5.0625,4.647058823529412,5.625,4.823529411764706,10.928571428571429,13.071428571428571,2.2857142857142856,1.8571428571428572,0.14285714285714285,0.0,0.21428571428571427,0.14285714285714285,1,1,2.642857142857143,2.0,11.625,12.0,13.6875,13.764705882352942,1.75,2.411764705882353,2.0,2.823529411764706,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0625,0.11764705882352941,0.0625,0.17647058823529413,1.125,0.9411764705882353,1.3125,1.7058823529411764,1.1625,1.1823529411764706,1.225,1.5705882352941176,0.48062499999999997,0.4758823529411765,5.0625,3.4705882352941178,3.375,4.176470588235294,20.375,17.0,19.0625,19.176470588235293,1.8125,2.6470588235294117,2.0625,3.0588235294117645
4,3,1.2,0.9,1,0.51,0.49,448,352,0.79,424,316,0.75,14,7,0.5,12,3,0.25,3,1.0,6,0.85,1,0,0,2,0,0,18,9,10,7,15,18,552,528,13,13,3,11,22,17,28,20,0,1,5,9,22,24,48,64,4.0625,3.6470588235294117,4.1875,5.294117647058823,12.8,11.6,2.2666666666666666,2.6,0.06666666666666667,0.2,0.3333333333333333,0.06666666666666667,1,2,2.6666666666666665,2.8666666666666667,16.4375,15.529411764705882,13.25,12.0,2.5625,2.9411764705882355,2.25,2.1176470588235294,0.0,0.0,0.125,0.058823529411764705,0.0625,0.058823529411764705,0.0625,0.058823529411764705,1.3125,0.8823529411764706,0.8125,1.4705882352941178,1.4,0.8529411764705882,0.79375,1.447058823529412,0.548125,0.4029411764705882,4.25,2.411764705882353,3.4375,4.352941176470588,13.0,15.705882352941176,13.9375,22.88235294117647,2.625,3.0,2.4375,2.2352941176470584
1,5,0.8,1.5,2,0.38,0.62,469,402,0.86,770,716,0.93,10,3,0.3,10,6,0.6,3,0.5,3,1.0,1,0,0,1,0,0,14,10,8,2,18,6,557,863,13,15,8,5,4,0,8,15,0,6,3,5,10,16,49,28,6.5625,5.647058823529412,4.75,4.9411764705882355,13.235294117647058,11.0,2.8823529411764706,2.6470588235294117,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,1,1,3.0,2.9411764705882355,14.375,9.411764705882353,11.6875,14.235294117647058,2.375,2.0588235294117645,2.375,2.411764705882353,0.125,0.058823529411764705,0.1875,0.058823529411764705,0.25,0.0,0.1875,0.11764705882352941,0.9375,1.7058823529411764,1.6875,1.0588235294117647,1.24375,1.7941176470588236,1.58125,1.2,0.47,0.5823529411764706,3.9375,4.9411764705882355,4.0625,3.823529411764706,23.875,14.470588235294118,16.3125,17.235294117647058,2.75,2.117647058823529,2.75,2.5882352941176467
2,3,1.8,2.8,1,0.35,0.65,273,188,0.69,511,412,0.81,13,7,0.54,12,3,0.25,2,0.66,4,0.57,1,0,0,3,0,0,14,14,4,5,13,32,384,593,11,14,7,2,13,18,34,12,1,3,7,7,19,23,71,60,4.529411764705882,3.5,5.9411764705882355,5.375,13.529411764705882,14.705882352941176,2.823529411764706,3.411764705882353,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.23529411764705882,1,3,3.1176470588235294,3.8823529411764706,12.588235294117647,11.6875,10.588235294117647,16.0,2.8823529411764706,2.6875,2.8823529411764706,2.6875,0.11764705882352941,0.0625,0.058823529411764705,0.0625,0.0,0.0,0.058823529411764705,0.0625,1.5294117647058822,1.1875,1.2941176470588236,1.5,1.2705882352941178,1.15625,1.5294117647058822,1.475,0.46058823529411763,0.509375,4.235294117647059,3.0625,4.470588235294118,4.375,16.764705882352942,16.5,22.176470588235293,22.0,3.0,2.75,2.9999999999999996,2.8125
3,2,1.0,1.0,1,0.64,0.36,552,431,0.78,316,192,0.61,17,5,0.29,5,3,0.6,3,1.0,4,0.8,1,0,0,2,0,0,17,15,9,2,23,8,662,432,13,24,6,8,21,15,9,33,1,4,1,8,28,27,86,85,5.1875,3.235294117647059,3.625,6.705882352941177,12.176470588235293,12.705882352941176,2.0,1.3529411764705883,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,1,2,2.1176470588235294,1.4705882352941178,14.5,12.058823529411764,12.25,13.470588235294118,2.5,2.7058823529411766,2.625,3.1176470588235294,0.0,0.058823529411764705,0.25,0.11764705882352941,0.1875,0.17647058823529413,0.0625,0.11764705882352941,1.0625,1.2352941176470589,1.1875,1.8235294117647058,1.375,0.9352941176470588,1.03125,1.5941176470588236,0.515,0.3976470588235294,4.0,2.764705882352941,3.75,5.352941176470588,24.875,14.352941176470589,12.5625,23.235294117647058,2.6875,2.941176470588235,2.9375,3.3529411764705883
5,4,2.1,0.4,1,0.69,0.31,804,740,0.92,353,295,0.84,16,5,0.31,5,1,0.2,1,1.0,2,0.4,0,0,0,1,0,0,18,11,8,0,22,7,890,458,17,16,11,13,7,3,3,21,4,0,5,5,14,12,58,47,7.529411764705882,4.9411764705882355,1.8235294117647058,5.9411764705882355,12.222222222222221,12.333333333333334,1.7222222222222223,2.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0,1,2.0,2.2222222222222223,12.058823529411764,11.176470588235293,11.823529411764707,12.941176470588236,1.7647058823529411,2.176470588235294,2.8823529411764706,2.0588235294117645,0.11764705882352941,0.0,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,1.9411764705882353,1.1764705882352942,0.11764705882352941,1.1176470588235294,2.3058823529411767,1.1941176470588235,0.6823529411764706,1.4529411764705882,0.6558823529411765,0.5476470588235295,5.9411764705882355,3.9411764705882355,1.7058823529411764,4.235294117647059,23.294117647058822,12.823529411764707,9.588235294117647,20.58823529411765,1.9411764705882353,2.2352941176470584,3.1176470588235294,2.176470588235294
3,2,3.7,0.2,1,0.62,0.38,495,405,0.82,305,220,0.72,27,10,0.37,3,0,0.0,0,1.0,6,0.6,1,0,1,4,1,1,13,12,10,1,27,6,586,391,17,9,6,5,9,10,10,21,3,0,4,12,17,19,63,72,5.529411764705882,2.5625,4.470588235294118,5.625,14.75,13.25,2.625,3.25,0.125,0.1875,0.0625,0.1875,2,6,2.8125,3.625,13.823529411764707,15.625,13.588235294117647,13.5625,2.235294117647059,3.125,2.411764705882353,2.4375,0.0,0.25,0.058823529411764705,0.125,0.058823529411764705,0.0625,0.11764705882352941,0.25,1.4705882352941178,0.625,1.1176470588235294,1.625,1.4352941176470588,0.9375,1.0411764705882351,1.75625,0.5452941176470588,0.393125,4.529411764705882,2.25,3.3529411764705883,4.75,24.88235294117647,12.25,15.0,26.3125,2.2941176470588234,3.4375,2.5882352941176467,2.8125
2,4,0.8,0.9,1,0.26,0.74,216,121,0.56,627,528,0.84,9,2,0.22,20,2,0.1,2,1.0,1,0.5,2,0,0,3,0,0,19,14,4,10,9,30,327,714,17,6,11,8,10,23,26,9,3,3,12,7,15,31,76,66,5.0625,4.235294117647059,5.625,3.823529411764706,12.411764705882353,14.764705882352942,1.8823529411764706,3.588235294117647,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413,2,3,2.0588235294117645,3.823529411764706,11.625,16.470588235294116,13.6875,12.294117647058824,1.75,2.235294117647059,2.0,3.0,0.0,0.0,0.0,0.11764705882352941,0.0625,0.058823529411764705,0.0625,0.17647058823529413,1.125,1.2941176470588236,1.3125,0.9411764705882353,1.1625,1.2588235294117647,1.225,1.0823529411764705,0.48062499999999997,0.5511764705882354,5.0625,4.764705882352941,3.375,3.235294117647059,20.375,14.058823529411764,19.0625,16.941176470588236,1.8125,2.2941176470588234,2.0625,3.2941176470588234
2,3,1.2,1.5,2,0.67,0.33,614,499,0.81,299,205,0.69,12,2,0.17,9,4,0.44,3,0.75,2,1.0,3,0,0,5,0,0,14,19,5,3,34,9,709,428,15,20,4,6,16,16,11,32,3,1,1,10,24,16,66,79,7.0,3.6470588235294117,3.4705882352941178,5.294117647058823,12.722222222222221,14.777777777777779,2.2222222222222223,3.0555555555555554,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,3,5,2.3333333333333335,3.2222222222222223,13.176470588235293,15.529411764705882,15.882352941176471,12.0,2.764705882352941,2.9411764705882355,3.7058823529411766,2.1176470588235294,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,1.411764705882353,0.8823529411764706,1.0,1.4705882352941178,1.3588235294117648,0.8529411764705882,0.7823529411764706,1.447058823529412,0.556470588235294,0.4029411764705882,4.117647058823529,2.411764705882353,2.823529411764706,4.352941176470588,26.176470588235293,15.705882352941176,13.117647058823529,22.88235294117647,2.941176470588235,3.0,3.8823529411764706,2.2352941176470584
5,3,3.0,0.5,1,0.56,0.44,665,599,0.9,522,446,0.85,18,6,0.33,9,2,0.22,1,0.5,3,0.5,1,0,0,4,0,0,9,12,4,3,8,8,766,604,14,18,5,9,8,2,6,6,1,0,3,9,16,11,29,36,6.8125,2.875,2.9375,5.5625,13.75,12.5625,3.0625,3.6875,0.125,0.125,0.1875,0.0,1,4,3.375,3.8125,10.375,11.9375,13.75,12.375,1.6875,3.6875,2.5625,2.6875,0.0625,0.1875,0.0,0.0,0.0,0.0625,0.1875,0.1875,2.5,1.125,0.875,1.625,2.3,0.88125,1.025,1.7125000000000001,0.615,0.5181250000000001,6.6875,2.9375,2.6875,4.6875,16.4375,15.6875,10.625,22.1875,1.75,3.9375,2.75,2.875
2,1,2.2,0.5,X,0.41,0.59,411,323,0.79,588,500,0.85,13,5,0.38,9,4,0.44,2,0.5,3,0.6,2,0,0,3,0,0,13,10,5,3,26,14,511,692,20,11,8,5,9,12,12,26,1,1,5,13,16,24,62,76,5.625,4.176470588235294,3.8125,6.411764705882353,14.235294117647058,12.882352941176471,3.0588235294117645,2.4705882352941178,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,2,3,3.411764705882353,2.588235294117647,12.5,13.411764705882353,14.75,10.764705882352942,2.6875,3.0588235294117645,2.875,1.9411764705882353,0.1875,0.058823529411764705,0.1875,0.058823529411764705,0.1875,0.29411764705882354,0.0625,0.0,1.1875,0.5882352941176471,1.5625,2.176470588235294,1.4375,0.6941176470588236,1.1625,2.0823529411764703,0.46125,0.4076470588235294,4.125,2.2941176470588234,3.9375,6.529411764705882,21.5625,14.647058823529411,14.6875,22.294117647058822,3.0625,3.4117647058823524,3.125,2.0
4,5,1.4,0.8,2,0.55,0.45,605,506,0.84,502,409,0.81,17,4,0.24,9,3,0.33,1,0.33,3,0.75,2,0,0,3,0,0,10,17,7,3,16,8,725,634,16,26,12,12,10,12,17,15,2,0,2,8,22,27,51,53,4.375,3.6875,5.1875,5.25,13.235294117647058,11.0,2.8823529411764706,2.6470588235294117,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,2,3,3.0,2.9411764705882355,10.9375,12.9375,14.9375,12.4375,1.875,2.9375,3.0625,2.625,0.0,0.0625,0.0,0.0,0.5,0.125,0.125,0.0,1.375,1.5,0.9375,0.75,1.51875,1.325,1.11875,1.14375,0.505625,0.46625,4.3125,4.5,3.0625,3.75,14.25,13.9375,18.75,21.9375,2.375,3.125,3.1875,2.625
3,3,0.4,0.6,X,0.5,0.5,519,412,0.79,520,426,0.82,7,1,0.14,9,2,0.22,1,0.5,0,0.0,2,0,0,3,0,0,11,11,3,5,20,22,589,616,13,15,4,8,11,20,20,24,3,3,8,6,19,18,56,70,4.0588235294117645,3.1176470588235294,4.0,6.823529411764706,14.25,12.75,2.1875,2.5,0.0,0.0625,0.1875,0.125,2,3,2.375,2.6875,11.117647058823529,15.235294117647058,12.411764705882353,11.058823529411764,2.2941176470588234,2.7058823529411766,2.3529411764705883,1.6470588235294117,0.0,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.17647058823529413,1.9411764705882353,0.7058823529411765,1.2941176470588236,0.9411764705882353,1.5176470588235293,0.7352941176470589,1.1764705882352942,1.2529411764705882,0.5076470588235293,0.4488235294117647,5.294117647058823,2.823529411764706,3.5294117647058822,3.588235294117647,20.352941176470587,17.58823529411765,18.235294117647058,22.764705882352942,2.411764705882353,2.941176470588235,2.5294117647058822,1.8823529411764706
