clas_local,clas_visitante,G_esp_local,Goles_local,G_esp_visitante,Goles_visitante,Disparos_puerta_intento_local,Disparos_puerta_buenos_local,Disparos_puerta_%_local,Disparos_puerta_intento_visitante,Disparos_puerta_buenos_visitante,Disparos_puerta_%_visitante,Paradas_local,Paradas_%_local,Paradas_visitante,Paradas_%_visitante,Saques_esquina_local,Saques_esquina_visitante,Pases_cruzados_local,Pases_cruzados_visitante,%_Saques_esquina_local_favor,%_Saques_esquina_visitante_favor,%_Saques_esquina_local_contra,%_Saques_esquina_visitante_contra,goles_marcados_local,goles_marcados_visitante,goles_recibidos_local,goles_recibidos_visitante,goles_esperados_local,goles_esperados_visitante,goles_esperados_contra_local,goles_esperados_contra_visitante,%_disparos_puerta_hechos_local,%_disparos_puerta_hechos_visitante,%_disparos_puerta_recibidos_local,%_disparos_puerta_recibidos_visitante,%_pases_cruzados_hechos_local,%_pases_cruzados_hechos_visitante,%_pases_cruzados_recibidos_local,%_pases_cruzados_recibidos_visitante
3,2,0.6,1,0.4,0,5,2,0.4,9,2,0.22,2,1.0,1,0.5,5,2,15,16,3.8125,3.5,4.3125,5.9375,1.0625,1.0,0.75,2.25,1.1,0.9875,0.89375,1.9625,3.3125,4.0625,2.5625,6.25,18.375,15.0625,18.25,22.375
5,1,3.9,3,0.0,0,25,9,0.36,1,1,1.0,1,1.0,6,0.66,6,0,22,3,7.529411764705882,4.176470588235294,1.8235294117647058,6.411764705882353,1.9411764705882353,0.5882352941176471,0.11764705882352941,2.176470588235294,2.3058823529411767,0.6941176470588236,0.6823529411764706,2.0823529411764703,5.9411764705882355,2.2941176470588234,1.7058823529411764,6.529411764705882,23.294117647058822,14.647058823529411,9.588235294117647,22.294117647058822
2,3,1.7,3,0.5,0,14,7,0.5,6,2,0.33,2,1.0,4,0.57,5,4,20,12,7.0,4.647058823529412,3.4705882352941178,4.823529411764706,1.411764705882353,0.9411764705882353,1.0,1.7058823529411764,1.3588235294117648,1.1823529411764706,0.7823529411764706,1.5705882352941176,4.117647058823529,3.4705882352941178,2.823529411764706,4.176470588235294,26.176470588235293,17.0,13.117647058823529,19.176470588235293
4,3,1.9,3,0.7,2,14,7,0.5,11,2,0.18,0,0.0,4,0.57,2,7,12,31,7.823529411764706,4.625,2.4705882352941178,5.0625,1.1764705882352942,0.9375,0.7647058823529411,1.4375,1.3882352941176472,0.9,0.788235294117647,1.5999999999999999,4.176470588235294,2.9375,1.9411764705882353,4.0625,27.823529411764707,17.625,13.823529411764707,20.6875
3,2,0.5,0,0.8,2,12,4,0.33,10,4,0.4,2,0.5,4,1.0,8,1,35,11,5.1875,2.5,3.625,6.0,1.0625,0.75,1.1875,1.5,1.375,0.70625,1.03125,1.36875,4.0,2.75,3.75,4.5625,24.875,15.0625,12.5625,24.3125
4,3,1.5,1,0.6,1,17,6,0.35,12,1,0.08,0,0.0,5,0.83,6,4,21,16,5.8125,2.875,3.875,5.5625,1.6875,1.125,0.9375,1.625,1.95625,0.88125,1.0125,1.7125000000000001,5.5625,2.9375,3.25,4.6875,15.5625,15.6875,16.9375,22.1875
4,3,1.6,2,1.3,1,8,2,0.25,8,3,0.38,2,0.66,1,0.5,2,4,15,18,4.375,3.5,5.1875,5.375,1.375,1.1875,0.9375,1.5,1.51875,1.15625,1.11875,1.475,4.3125,3.0625,3.0625,4.375,14.25,16.5,18.75,22.0
4,2,1.9,2,0.8,1,14,6,0.43,14,4,0.29,3,0.75,4,0.66,4,2,13,19,4.0625,3.235294117647059,4.1875,6.705882352941177,1.3125,1.2352941176470589,0.8125,1.8235294117647058,1.4,0.9352941176470588,0.79375,1.5941176470588236,4.25,2.764705882352941,3.4375,5.352941176470588,13.0,14.352941176470589,13.9375,23.235294117647058
5,5,1.0,1,0.9,2,12,4,0.33,6,3,0.5,1,0.33,3,0.75,8,1,21,4,6.0588235294117645,5.647058823529412,3.2941176470588234,4.9411764705882355,2.1176470588235294,1.7058823529411764,0.8235294117647058,1.0588235294117647,1.8058823529411765,1.7941176470588236,0.9176470588235294,1.2,5.823529411764706,4.9411764705882355,2.0,3.823529411764706,20.058823529411764,14.470588235294118,14.647058823529411,17.235294117647058
4,2,2.1,4,0.7,0,16,3,0.19,8,2,0.25,2,1.0,0,0.0,11,2,24,8,7.823529411764706,3.5,2.4705882352941178,5.9375,1.1764705882352942,1.0,0.7647058823529411,2.25,1.3882352941176472,0.9875,0.788235294117647,1.9625,4.176470588235294,4.0625,1.9411764705882353,6.25,27.823529411764707,15.0625,13.823529411764707,22.375
2,4,0.7,0,1.6,0,10,2,0.2,14,6,0.43,6,1.0,2,1.0,6,5,22,19,4.705882352941177,4.9411764705882355,5.117647058823529,5.9411764705882355,0.9411764705882353,1.1764705882352942,1.3529411764705883,1.1176470588235294,1.1352941176470588,1.1941176470588235,1.535294117647059,1.4529411764705882,3.1176470588235294,3.9411764705882355,5.588235294117647,4.235294117647059,20.176470588235293,12.823529411764707,20.11764705882353,20.58823529411765
2,2,2.8,2,1.6,3,13,5,0.38,13,6,0.46,4,0.66,3,0.6,4,2,22,9,3.764705882352941,3.8823529411764706,3.9411764705882355,6.176470588235294,1.0588235294117647,0.7058823529411765,1.0588235294117647,2.1176470588235294,1.2,0.776470588235294,1.211764705882353,2.0470588235294116,3.2941176470588234,2.6470588235294117,4.235294117647059,6.705882352941177,19.764705882352942,14.294117647058824,16.823529411764707,20.88235294117647
3,5,0.5,0,2.2,2,14,3,0.21,20,6,0.3,4,0.66,3,1.0,5,7,29,18,6.647058823529412,3.6875,3.235294117647059,5.25,1.3529411764705883,1.5,1.3529411764705883,0.75,1.4000000000000001,1.325,1.288235294117647,1.14375,4.529411764705882,4.5,3.7058823529411766,3.75,28.941176470588236,13.9375,13.588235294117647,21.9375
3,5,1.2,0,0.7,1,13,3,0.23,11,3,0.27,2,0.66,3,1.0,5,5,20,15,3.8125,5.0625,4.3125,4.1875,1.0625,1.6875,0.75,0.5625,1.1,1.6,0.89375,0.825,3.3125,3.8125,2.5625,2.75,18.375,16.125,18.25,16.5625
2,2,0.8,2,1.1,2,10,5,0.5,12,5,0.42,3,0.6,3,0.6,6,4,16,16,5.625,5.1875,3.8125,5.8125,1.1875,0.75,1.5625,1.4375,1.4375,1.20625,1.1625,1.40625,4.125,2.9375,3.9375,4.75,21.5625,23.0,14.6875,17.25
3,4,0.9,1,0.9,0,11,4,0.36,9,4,0.44,4,1.0,3,0.75,5,3,14,18,5.0625,3.6470588235294117,3.8125,5.882352941176471,1.375,1.0588235294117647,1.0625,1.2941176470588236,1.225,1.211764705882353,0.93125,1.5058823529411764,4.5,3.0,2.5625,4.588235294117647,20.1875,13.0,14.25,20.41176470588235
3,4,1.0,3,2.1,5,16,8,0.5,11,5,0.45,0,0.0,5,0.62,2,2,17,8,4.0588235294117645,4.235294117647059,4.0,3.823529411764706,1.9411764705882353,1.2941176470588236,1.2941176470588236,0.9411764705882353,1.5176470588235293,1.2588235294117647,1.1764705882352942,1.0823529411764705,5.294117647058823,4.764705882352941,3.5294117647058822,3.235294117647059,20.352941176470587,14.058823529411764,18.235294117647058,16.941176470588236
5,3,2.5,1,0.5,1,21,4,0.19,8,2,0.25,1,0.5,3,0.75,10,2,31,8,6.8125,3.1176470588235294,2.9375,6.823529411764706,2.5,0.7058823529411765,0.875,0.9411764705882353,2.3,0.7352941176470589,1.025,1.2529411764705882,6.6875,2.823529411764706,2.6875,3.588235294117647,16.4375,17.58823529411765,10.625,22.764705882352942
3,1,0.9,2,1.1,1,15,6,0.4,6,2,0.33,1,0.5,4,0.66,13,3,39,9,5.529411764705882,4.176470588235294,4.470588235294118,6.411764705882353,1.4705882352941178,0.5882352941176471,1.1176470588235294,2.176470588235294,1.4352941176470588,0.6941176470588236,1.0411764705882351,2.0823529411764703,4.529411764705882,2.2941176470588234,3.3529411764705883,6.529411764705882,24.88235294117647,14.647058823529411,15.0,22.294117647058822
3,2,1.6,1,2.1,2,10,2,0.2,14,7,0.5,5,0.71,1,0.5,7,5,14,18,5.1875,5.1875,3.625,5.8125,1.0625,0.75,1.1875,1.4375,1.375,1.20625,1.03125,1.40625,4.0,2.9375,3.75,4.75,24.875,23.0,12.5625,17.25
2,3,1.2,3,0.8,1,10,4,0.4,12,4,0.33,3,0.75,1,0.25,7,6,17,29,4.529411764705882,4.625,5.9411764705882355,5.0625,1.5294117647058822,0.9375,1.2941176470588236,1.4375,1.2705882352941178,0.9,1.5294117647058822,1.5999999999999999,4.235294117647059,2.9375,4.470588235294118,4.0625,16.764705882352942,17.625,22.176470588235293,20.6875
5,3,1.9,2,0.8,1,13,7,0.54,11,4,0.36,3,0.75,5,0.71,8,3,15,24,6.0588235294117645,3.5,3.2941176470588234,5.375,2.1176470588235294,1.1875,0.8235294117647058,1.5,1.8058823529411765,1.15625,0.9176470588235294,1.475,5.823529411764706,3.0625,2.0,4.375,20.058823529411764,16.5,14.647058823529411,22.0
3,4,1.0,1,1.7,1,10,3,0.3,21,4,0.19,3,0.75,2,0.66,5,7,17,29,6.647058823529412,5.0,3.235294117647059,4.4375,1.3529411764705883,1.4375,1.3529411764705883,1.25,1.4000000000000001,1.4125,1.288235294117647,1.025,4.529411764705882,3.75,3.7058823529411766,4.1875,28.941176470588236,19.875,13.588235294117647,18.0625
2,5,0.3,0,1.4,1,9,2,0.22,19,4,0.21,3,0.75,2,1.0,4,4,12,11,3.764705882352941,5.647058823529412,3.9411764705882355,4.9411764705882355,1.0588235294117647,1.7058823529411764,1.0588235294117647,1.0588235294117647,1.2,1.7941176470588236,1.211764705882353,1.2,3.2941176470588234,4.9411764705882355,4.235294117647059,3.823529411764706,19.764705882352942,14.470588235294118,16.823529411764707,17.235294117647058
2,4,0.6,0,0.5,0,12,3,0.25,4,1,0.25,1,1.0,3,1.0,3,1,23,7,5.0625,3.6470588235294117,5.625,5.882352941176471,1.125,1.0588235294117647,1.3125,1.2941176470588236,1.1625,1.211764705882353,1.225,1.5058823529411764,5.0625,3.0,3.375,4.588235294117647,20.375,13.0,19.0625,20.41176470588235
2,2,1.3,2,1.3,2,8,3,0.38,9,6,0.67,4,0.66,1,0.33,8,3,30,11,4.705882352941177,3.235294117647059,5.117647058823529,6.705882352941177,0.9411764705882353,1.2352941176470589,1.3529411764705883,1.8235294117647058,1.1352941176470588,0.9352941176470588,1.535294117647059,1.5941176470588236,3.1176470588235294,2.764705882352941,5.588235294117647,5.352941176470588,20.176470588235293,14.352941176470589,20.11764705882353,23.235294117647058
4,4,1.2,1,0.2,0,17,5,0.29,5,1,0.2,1,1.0,4,0.8,9,3,16,8,4.0625,4.9411764705882355,4.1875,5.9411764705882355,1.3125,1.1764705882352942,0.8125,1.1176470588235294,1.4,1.1941176470588235,0.79375,1.4529411764705882,4.25,3.9411764705882355,3.4375,4.235294117647059,13.0,12.823529411764707,13.9375,20.58823529411765
5,3,2.0,1,1.5,0,13,5,0.38,14,3,0.21,3,1.0,4,0.8,6,3,20,18,7.529411764705882,4.647058823529412,1.8235294117647058,4.823529411764706,1.9411764705882353,0.9411764705882353,0.11764705882352941,1.7058823529411764,2.3058823529411767,1.1823529411764706,0.6823529411764706,1.5705882352941176,5.9411764705882355,3.4705882352941178,1.7058823529411764,4.176470588235294,23.294117647058822,17.0,9.588235294117647,19.176470588235293
1,3,0.5,1,2.3,1,7,2,0.29,9,2,0.22,2,1.0,1,0.5,5,7,14,27,6.5625,3.6470588235294117,4.75,5.294117647058823,0.9375,0.8823529411764706,1.6875,1.4705882352941178,1.24375,0.8529411764705882,1.58125,1.447058823529412,3.9375,2.411764705882353,4.0625,4.352941176470588,23.875,15.705882352941176,16.3125,22.88235294117647
3,2,1.6,0,0.4,0,16,2,0.13,6,3,0.5,3,1.0,2,1.0,4,1,36,4,5.529411764705882,2.5,4.470588235294118,6.0,1.4705882352941178,0.75,1.1176470588235294,1.5,1.4352941176470588,0.70625,1.0411764705882351,1.36875,4.529411764705882,2.75,3.3529411764705883,4.5625,24.88235294117647,15.0625,15.0,24.3125
3,2,2.3,1,1.1,1,22,5,0.23,9,2,0.22,1,0.5,5,1.0,6,2,45,11,4.0588235294117645,2.5625,4.0,5.625,1.9411764705882353,0.625,1.2941176470588236,1.625,1.5176470588235293,0.9375,1.1764705882352942,1.75625,5.294117647058823,2.25,3.5294117647058822,4.75,20.352941176470587,12.25,18.235294117647058,26.3125
2,1,2.7,2,1.7,2,19,6,0.32,7,5,0.71,4,0.8,5,0.83,6,1,24,7,7.0,4.176470588235294,3.4705882352941178,6.411764705882353,1.411764705882353,0.5882352941176471,1.0,2.176470588235294,1.3588235294117648,0.6941176470588236,0.7823529411764706,2.0823529411764703,4.117647058823529,2.2941176470588234,2.823529411764706,6.529411764705882,26.176470588235293,14.647058823529411,13.117647058823529,22.294117647058822
3,3,0.7,0,0.2,1,9,4,0.44,4,1,0.25,0,0.0,4,1.0,1,3,16,12,3.8125,2.875,4.3125,5.5625,1.0625,1.125,0.75,1.625,1.1,0.88125,0.89375,1.7125000000000001,3.3125,2.9375,2.5625,4.6875,18.375,15.6875,18.25,22.1875
4,5,1.2,0,0.3,1,13,3,0.23,3,1,0.33,0,0.0,3,1.0,6,1,34,7,7.823529411764706,3.6875,2.4705882352941178,5.25,1.1764705882352942,1.5,0.7647058823529411,0.75,1.3882352941176472,1.325,0.788235294117647,1.14375,4.176470588235294,4.5,1.9411764705882353,3.75,27.823529411764707,13.9375,13.823529411764707,21.9375
3,4,0.5,1,0.8,2,10,3,0.3,8,6,0.75,4,0.66,2,0.66,1,6,21,12,5.0625,4.235294117647059,3.8125,3.823529411764706,1.375,1.2941176470588236,1.0625,0.9411764705882353,1.225,1.2588235294117647,0.93125,1.0823529411764705,4.5,4.764705882352941,2.5625,3.235294117647059,20.1875,14.058823529411764,14.25,16.941176470588236
5,5,1.1,3,2.0,1,7,3,0.43,18,5,0.28,4,0.8,1,0.33,2,3,7,9,6.8125,5.0625,2.9375,4.1875,2.5,1.6875,0.875,0.5625,2.3,1.6,1.025,0.825,6.6875,3.8125,2.6875,2.75,16.4375,16.125,10.625,16.5625
2,2,1.3,1,0.7,0,15,3,0.2,14,2,0.14,2,1.0,2,0.66,6,4,16,12,5.625,3.8823529411764706,3.8125,6.176470588235294,1.1875,0.7058823529411765,1.5625,2.1176470588235294,1.4375,0.776470588235294,1.1625,2.0470588235294116,4.125,2.6470588235294117,3.9375,6.705882352941177,21.5625,14.294117647058824,14.6875,20.88235294117647
4,2,2.5,3,0.8,1,16,6,0.38,12,5,0.42,4,0.8,3,0.5,9,3,18,15,4.375,3.5,5.1875,5.9375,1.375,1.0,0.9375,2.25,1.51875,0.9875,1.11875,1.9625,4.3125,4.0625,3.0625,6.25,14.25,15.0625,18.75,22.375
4,3,1.5,2,0.5,0,11,8,0.73,14,3,0.21,3,1.0,7,0.87,8,4,14,17,5.8125,3.1176470588235294,3.875,6.823529411764706,1.6875,0.7058823529411765,0.9375,0.9411764705882353,1.95625,0.7352941176470589,1.0125,1.2529411764705882,5.5625,2.823529411764706,3.25,3.588235294117647,15.5625,17.58823529411765,16.9375,22.764705882352942
3,2,1.1,1,1.8,1,18,5,0.28,12,4,0.33,3,0.75,4,0.8,11,6,31,13,6.647058823529412,5.1875,3.235294117647059,5.8125,1.3529411764705883,0.75,1.3529411764705883,1.4375,1.4000000000000001,1.20625,1.288235294117647,1.40625,4.529411764705882,2.9375,3.7058823529411766,4.75,28.941176470588236,23.0,13.588235294117647,17.25
2,4,0.8,2,1.0,2,11,4,0.36,14,4,0.29,2,0.5,2,0.5,7,4,26,28,3.764705882352941,5.0,3.9411764705882355,4.4375,1.0588235294117647,1.4375,1.0588235294117647,1.25,1.2,1.4125,1.211764705882353,1.025,3.2941176470588234,3.75,4.235294117647059,4.1875,19.764705882352942,19.875,16.823529411764707,18.0625
5,3,1.1,1,1.8,1,12,4,0.33,13,3,0.23,3,1.0,3,0.75,3,4,13,26,6.0588235294117645,4.625,3.2941176470588234,5.0625,2.1176470588235294,0.9375,0.8235294117647058,1.4375,1.8058823529411765,0.9,0.9176470588235294,1.5999999999999999,5.823529411764706,2.9375,2.0,4.0625,20.058823529411764,17.625,14.647058823529411,20.6875
2,4,0.9,0,0.9,0,13,3,0.23,12,3,0.25,3,1.0,3,1.0,4,9,9,27,4.705882352941177,3.6470588235294117,5.117647058823529,5.882352941176471,0.9411764705882353,1.0588235294117647,1.3529411764705883,1.2941176470588236,1.1352941176470588,1.211764705882353,1.535294117647059,1.5058823529411764,3.1176470588235294,3.0,5.588235294117647,4.588235294117647,20.176470588235293,13.0,20.11764705882353,20.41176470588235
2,3,1.5,4,2.6,1,8,6,0.75,21,4,0.19,3,0.75,2,0.33,3,7,17,27,5.0625,4.647058823529412,5.625,4.823529411764706,1.125,0.9411764705882353,1.3125,1.7058823529411764,1.1625,1.1823529411764706,1.225,1.5705882352941176,5.0625,3.4705882352941178,3.375,4.176470588235294,20.375,17.0,19.0625,19.176470588235293
4,3,1.2,1,0.9,0,14,7,0.5,12,3,0.25,3,1.0,6,0.85,10,7,15,18,4.0625,3.6470588235294117,4.1875,5.294117647058823,1.3125,0.8823529411764706,0.8125,1.4705882352941178,1.4,0.8529411764705882,0.79375,1.447058823529412,4.25,2.411764705882353,3.4375,4.352941176470588,13.0,15.705882352941176,13.9375,22.88235294117647
1,5,0.8,0,1.5,3,10,3,0.3,10,6,0.6,3,0.5,3,1.0,8,2,18,6,6.5625,5.647058823529412,4.75,4.9411764705882355,0.9375,1.7058823529411764,1.6875,1.0588235294117647,1.24375,1.7941176470588236,1.58125,1.2,3.9375,4.9411764705882355,4.0625,3.823529411764706,23.875,14.470588235294118,16.3125,17.235294117647058
2,3,1.8,3,2.8,2,13,7,0.54,12,3,0.25,2,0.66,4,0.57,4,5,13,32,4.529411764705882,3.5,5.9411764705882355,5.375,1.5294117647058822,1.1875,1.2941176470588236,1.5,1.2705882352941178,1.15625,1.5294117647058822,1.475,4.235294117647059,3.0625,4.470588235294118,4.375,16.764705882352942,16.5,22.176470588235293,22.0
3,2,1.0,1,1.0,0,17,5,0.29,5,3,0.6,3,1.0,4,0.8,9,2,23,8,5.1875,3.235294117647059,3.625,6.705882352941177,1.0625,1.2352941176470589,1.1875,1.8235294117647058,1.375,0.9352941176470588,1.03125,1.5941176470588236,4.0,2.764705882352941,3.75,5.352941176470588,24.875,14.352941176470589,12.5625,23.235294117647058
5,4,2.1,3,0.4,0,16,5,0.31,5,1,0.2,1,1.0,2,0.4,8,0,22,7,7.529411764705882,4.9411764705882355,1.8235294117647058,5.9411764705882355,1.9411764705882353,1.1764705882352942,0.11764705882352941,1.1176470588235294,2.3058823529411767,1.1941176470588235,0.6823529411764706,1.4529411764705882,5.9411764705882355,3.9411764705882355,1.7058823529411764,4.235294117647059,23.294117647058822,12.823529411764707,9.588235294117647,20.58823529411765
3,2,3.7,5,0.2,1,27,10,0.37,3,0,0.0,0,1.0,6,0.6,10,1,27,6,5.529411764705882,2.5625,4.470588235294118,5.625,1.4705882352941178,0.625,1.1176470588235294,1.625,1.4352941176470588,0.9375,1.0411764705882351,1.75625,4.529411764705882,2.25,3.3529411764705883,4.75,24.88235294117647,12.25,15.0,26.3125
2,4,0.8,1,0.9,0,9,2,0.22,20,2,0.1,2,1.0,1,0.5,4,10,9,30,5.0625,4.235294117647059,5.625,3.823529411764706,1.125,1.2941176470588236,1.3125,0.9411764705882353,1.1625,1.2588235294117647,1.225,1.0823529411764705,5.0625,4.764705882352941,3.375,3.235294117647059,20.375,14.058823529411764,19.0625,16.941176470588236
2,3,1.2,1,1.5,2,12,2,0.17,9,4,0.44,3,0.75,2,1.0,5,3,34,9,7.0,3.6470588235294117,3.4705882352941178,5.294117647058823,1.411764705882353,0.8823529411764706,1.0,1.4705882352941178,1.3588235294117648,0.8529411764705882,0.7823529411764706,1.447058823529412,4.117647058823529,2.411764705882353,2.823529411764706,4.352941176470588,26.176470588235293,15.705882352941176,13.117647058823529,22.88235294117647
5,3,3.0,3,0.5,1,18,6,0.33,9,2,0.22,1,0.5,3,0.5,4,3,8,8,6.8125,2.875,2.9375,5.5625,2.5,1.125,0.875,1.625,2.3,0.88125,1.025,1.7125000000000001,6.6875,2.9375,2.6875,4.6875,16.4375,15.6875,10.625,22.1875
2,1,2.2,2,0.5,2,13,5,0.38,9,4,0.44,2,0.5,3,0.6,5,3,26,14,5.625,4.176470588235294,3.8125,6.411764705882353,1.1875,0.5882352941176471,1.5625,2.176470588235294,1.4375,0.6941176470588236,1.1625,2.0823529411764703,4.125,2.2941176470588234,3.9375,6.529411764705882,21.5625,14.647058823529411,14.6875,22.294117647058822
4,5,1.4,1,0.8,2,17,4,0.24,9,3,0.33,1,0.33,3,0.75,7,3,16,8,4.375,3.6875,5.1875,5.25,1.375,1.5,0.9375,0.75,1.51875,1.325,1.11875,1.14375,4.3125,4.5,3.0625,3.75,14.25,13.9375,18.75,21.9375
3,3,0.4,1,0.6,1,7,1,0.14,9,2,0.22,1,0.5,0,0.0,3,5,20,22,4.0588235294117645,3.1176470588235294,4.0,6.823529411764706,1.9411764705882353,0.7058823529411765,1.2941176470588236,0.9411764705882353,1.5176470588235293,0.7352941176470589,1.1764705882352942,1.2529411764705882,5.294117647058823,2.823529411764706,3.5294117647058822,3.588235294117647,20.352941176470587,17.58823529411765,18.235294117647058,22.764705882352942
4,2,1.0,2,1.0,1,11,5,0.45,15,4,0.27,3,0.75,3,0.6,10,4,29,22,5.8125,3.5,3.875,5.9375,1.6875,1.0,0.9375,2.25,1.95625,0.9875,1.0125,1.9625,5.5625,4.0625,3.25,6.25,15.5625,15.0625,16.9375,22.375
5,4,1.4,4,0.5,0,10,7,0.7,5,1,0.2,1,1.0,3,0.42,1,2,7,10,7.529411764705882,5.0,1.8235294117647058,4.4375,1.9411764705882353,1.4375,0.11764705882352941,1.25,2.3058823529411767,1.4125,0.6823529411764706,1.025,5.9411764705882355,3.75,1.7058823529411764,4.1875,23.294117647058822,19.875,9.588235294117647,18.0625
3,2,0.7,1,0.2,1,17,5,0.29,4,1,0.25,0,0.0,4,0.8,10,0,28,4,5.0625,2.5,3.8125,6.0,1.375,0.75,1.0625,1.5,1.225,0.70625,0.93125,1.36875,4.5,2.75,2.5625,4.5625,20.1875,15.0625,14.25,24.3125
3,2,1.4,1,0.3,1,13,5,0.38,7,2,0.29,1,0.5,4,0.8,4,4,25,21,3.8125,3.235294117647059,4.3125,6.705882352941177,1.0625,1.2352941176470589,0.75,1.8235294117647058,1.1,0.9352941176470588,0.89375,1.5941176470588236,3.3125,2.764705882352941,2.5625,5.352941176470588,18.375,14.352941176470589,18.25,23.235294117647058
2,3,2.3,3,0.3,1,19,5,0.26,8,3,0.38,2,0.66,2,0.4,6,4,31,14,4.529411764705882,4.647058823529412,5.9411764705882355,4.823529411764706,1.5294117647058822,0.9411764705882353,1.2941176470588236,1.7058823529411764,1.2705882352941178,1.1823529411764706,1.5294117647058822,1.5705882352941176,4.235294117647059,3.4705882352941178,4.470588235294118,4.176470588235294,16.764705882352942,17.0,22.176470588235293,19.176470588235293
2,5,1.1,3,1.3,2,10,7,0.7,16,8,0.5,6,0.75,4,0.57,5,3,16,25,4.705882352941177,3.6875,5.117647058823529,5.25,0.9411764705882353,1.5,1.3529411764705883,0.75,1.1352941176470588,1.325,1.535294117647059,1.14375,3.1176470588235294,4.5,5.588235294117647,3.75,20.176470588235293,13.9375,20.11764705882353,21.9375
3,3,1.2,0,0.7,1,10,4,0.4,15,5,0.33,4,0.8,4,1.0,6,6,29,12,6.647058823529412,4.625,3.235294117647059,5.0625,1.3529411764705883,0.9375,1.3529411764705883,1.4375,1.4000000000000001,0.9,1.288235294117647,1.5999999999999999,4.529411764705882,2.9375,3.7058823529411766,4.0625,28.941176470588236,17.625,13.588235294117647,20.6875
2,5,0.2,0,1.6,1,3,2,0.67,13,2,0.15,1,0.5,2,1.0,3,10,13,21,7.0,5.0625,3.4705882352941178,4.1875,1.411764705882353,1.6875,1.0,0.5625,1.3588235294117648,1.6,0.7823529411764706,0.825,4.117647058823529,3.8125,2.823529411764706,2.75,26.176470588235293,16.125,13.117647058823529,16.5625
3,2,2.5,2,0.5,0,19,9,0.47,7,2,0.29,2,1.0,8,0.88,1,8,23,22,5.1875,3.8823529411764706,3.625,6.176470588235294,1.0625,0.7058823529411765,1.1875,2.1176470588235294,1.375,0.776470588235294,1.03125,2.0470588235294116,4.0,2.6470588235294117,3.75,6.705882352941177,24.875,14.294117647058824,12.5625,20.88235294117647
5,3,2.9,1,1.4,1,19,6,0.32,7,1,0.14,1,1.0,5,0.83,7,1,16,11,6.8125,3.5,2.9375,5.375,2.5,1.1875,0.875,1.5,2.3,1.15625,1.025,1.475,6.6875,3.0625,2.6875,4.375,16.4375,16.5,10.625,22.0
4,4,1.7,1,0.3,0,19,7,0.37,6,3,0.5,3,1.0,6,0.85,6,2,27,10,7.823529411764706,4.9411764705882355,2.4705882352941178,5.9411764705882355,1.1764705882352942,1.1764705882352942,0.7647058823529411,1.1176470588235294,1.3882352941176472,1.1941176470588235,0.788235294117647,1.4529411764705882,4.176470588235294,3.9411764705882355,1.9411764705882353,4.235294117647059,27.823529411764707,12.823529411764707,13.823529411764707,20.58823529411765
4,4,0.9,0,1.3,2,14,7,0.5,10,4,0.4,2,0.5,7,1.0,5,3,16,7,4.0625,3.6470588235294117,4.1875,5.882352941176471,1.3125,1.0588235294117647,0.8125,1.2941176470588236,1.4,1.211764705882353,0.79375,1.5058823529411764,4.25,3.0,3.4375,4.588235294117647,13.0,13.0,13.9375,20.41176470588235
1,2,1.3,0,0.4,1,11,4,0.36,8,3,0.38,2,0.66,4,1.0,6,2,36,17,6.5625,2.5,4.75,6.0,0.9375,0.75,1.6875,1.5,1.24375,0.70625,1.58125,1.36875,3.9375,2.75,4.0625,4.5625,23.875,15.0625,16.3125,24.3125
3,4,1.0,2,0.7,1,19,10,0.53,11,7,0.64,6,0.85,8,0.8,7,1,22,22,4.0588235294117645,5.0,4.0,4.4375,1.9411764705882353,1.4375,1.2941176470588236,1.25,1.5176470588235293,1.4125,1.1764705882352942,1.025,5.294117647058823,3.75,3.5294117647058822,4.1875,20.352941176470587,19.875,18.235294117647058,18.0625
2,2,0.6,0,1.4,0,13,1,0.08,15,4,0.27,4,1.0,1,1.0,5,5,30,16,3.764705882352941,2.5625,3.9411764705882355,5.625,1.0588235294117647,0.625,1.0588235294117647,1.625,1.2,0.9375,1.211764705882353,1.75625,3.2941176470588234,2.25,4.235294117647059,4.75,19.764705882352942,12.25,16.823529411764707,26.3125
2,1,1.9,2,0.2,1,16,11,0.69,4,2,0.5,1,0.5,9,0.81,8,4,26,14,5.0625,4.176470588235294,5.625,6.411764705882353,1.125,0.5882352941176471,1.3125,2.176470588235294,1.1625,0.6941176470588236,1.225,2.0823529411764703,5.0625,2.2941176470588234,3.375,6.529411764705882,20.375,14.647058823529411,19.0625,22.294117647058822
3,3,0.7,1,0.4,2,13,5,0.38,8,4,0.5,2,0.5,4,0.8,2,3,17,16,5.0625,3.1176470588235294,3.8125,6.823529411764706,1.375,0.7058823529411765,1.0625,0.9411764705882353,1.225,0.7352941176470589,0.93125,1.2529411764705882,4.5,2.823529411764706,2.5625,3.588235294117647,20.1875,17.58823529411765,14.25,22.764705882352942
5,2,4.0,2,0.5,0,26,12,0.46,4,1,0.25,1,1.0,10,0.83,9,1,26,2,7.529411764705882,3.5,1.8235294117647058,5.9375,1.9411764705882353,1.0,0.11764705882352941,2.25,2.3058823529411767,0.9875,0.6823529411764706,1.9625,5.9411764705882355,4.0625,1.7058823529411764,6.25,23.294117647058822,15.0625,9.588235294117647,22.375
