clas_local,clas_visitante,G_esp_local,Goles_local,G_esp_visitante,Goles_visitante,Disparos_puerta_intento_local,Disparos_puerta_buenos_local,Disparos_puerta_%_local,Disparos_puerta_intento_visitante,Disparos_puerta_buenos_visitante,Disparos_puerta_%_visitante,Paradas_local,Paradas_%_local,Paradas_visitante,Paradas_%_visitante,Saques_esquina_local,Saques_esquina_visitante,Pases_cruzados_local,Pases_cruzados_visitante,%_Saques_esquina_local_favor,%_Saques_esquina_visitante_favor,%_Saques_esquina_local_contra,%_Saques_esquina_visitante_contra,goles_marcados_local,goles_marcados_visitante,goles_recibidos_local,goles_recibidos_visitante,goles_esperados_local,goles_esperados_visitante,goles_esperados_contra_local,goles_esperados_contra_visitante,%_disparos_puerta_hechos_local,%_disparos_puerta_hechos_visitante,%_disparos_puerta_recibidos_local,%_disparos_puerta_recibidos_visitante,%_pases_cruzados_hechos_local,%_pases_cruzados_hechos_visitante,%_pases_cruzados_recibidos_local,%_pases_cruzados_recibidos_visitante
3,3,0.7,0,0.8,2,15,0,0.0,9,4,0.44,2,0.5,0,1.0,7,3,46,10,5.529411764705882,3.6470588235294117,4.470588235294118,5.294117647058823,1.4705882352941178,0.8823529411764706,1.1176470588235294,1.4705882352941178,1.4352941176470588,0.8529411764705882,1.0411764705882351,1.447058823529412,4.529411764705882,2.411764705882353,3.3529411764705883,4.352941176470588,24.88235294117647,15.705882352941176,15.0,22.88235294117647
2,3,2.3,2,1.0,1,11,5,0.45,13,5,0.38,4,0.8,3,0.6,5,2,14,22,4.529411764705882,2.875,5.9411764705882355,5.5625,1.5294117647058822,1.125,1.2941176470588236,1.625,1.2705882352941178,0.88125,1.5294117647058822,1.7125000000000001,4.235294117647059,2.9375,4.470588235294118,4.6875,16.764705882352942,15.6875,22.176470588235293,22.1875
2,4,0.3,0,1.1,0,8,2,0.25,11,6,0.55,6,1.0,2,1.0,1,4,10,12,3.764705882352941,4.9411764705882355,3.9411764705882355,5.9411764705882355,1.0588235294117647,1.1764705882352942,1.0588235294117647,1.1176470588235294,1.2,1.1941176470588235,1.211764705882353,1.4529411764705882,3.2941176470588234,3.9411764705882355,4.235294117647059,4.235294117647059,19.764705882352942,12.823529411764707,16.823529411764707,20.58823529411765
5,2,2.6,4,0.8,0,24,9,0.38,8,2,0.25,2,1.0,5,0.55,14,4,30,10,7.529411764705882,3.8823529411764706,1.8235294117647058,6.176470588235294,1.9411764705882353,0.7058823529411765,0.11764705882352941,2.1176470588235294,2.3058823529411767,0.776470588235294,0.6823529411764706,2.0470588235294116,5.9411764705882355,2.6470588235294117,1.7058823529411764,6.705882352941177,23.294117647058822,14.294117647058824,9.588235294117647,20.88235294117647
2,5,1.3,1,2.1,3,15,4,0.27,19,6,0.32,3,0.5,3,0.75,7,7,17,18,5.625,5.647058823529412,3.8125,4.9411764705882355,1.1875,1.7058823529411764,1.5625,1.0588235294117647,1.4375,1.7941176470588236,1.1625,1.2,4.125,4.9411764705882355,3.9375,3.823529411764706,21.5625,14.470588235294118,14.6875,17.235294117647058
2,4,0.4,0,2.4,4,9,3,0.33,19,7,0.37,3,0.42,3,1.0,0,6,13,19,4.705882352941177,5.0,5.117647058823529,4.4375,0.9411764705882353,1.4375,1.3529411764705883,1.25,1.1352941176470588,1.4125,1.535294117647059,1.025,3.1176470588235294,3.75,5.588235294117647,4.1875,20.176470588235293,19.875,20.11764705882353,18.0625
2,5,0.5,0,1.5,1,12,2,0.17,13,7,0.54,6,0.85,2,1.0,6,2,28,6,7.0,3.6875,3.4705882352941178,5.25,1.411764705882353,1.5,1.0,0.75,1.3588235294117648,1.325,0.7823529411764706,1.14375,4.117647058823529,4.5,2.823529411764706,3.75,26.176470588235293,13.9375,13.117647058823529,21.9375
3,2,0.7,3,0.3,0,9,5,0.56,7,0,0.0,0,1.0,2,0.4,2,2,15,12,5.0625,2.5625,3.8125,5.625,1.375,0.625,1.0625,1.625,1.225,0.9375,0.93125,1.75625,4.5,2.25,2.5625,4.75,20.1875,12.25,14.25,26.3125
3,3,0.7,1,1.2,1,10,4,0.4,9,3,0.33,3,1.0,3,0.75,6,3,19,9,3.8125,3.5,4.3125,5.375,1.0625,1.1875,0.75,1.5,1.1,1.15625,0.89375,1.475,3.3125,3.0625,2.5625,4.375,18.375,16.5,18.25,22.0
5,4,2.9,2,0.5,1,22,4,0.18,8,4,0.5,3,0.75,2,0.5,9,2,16,5,6.8125,3.6470588235294117,2.9375,5.882352941176471,2.5,1.0588235294117647,0.875,1.2941176470588236,2.3,1.211764705882353,1.025,1.5058823529411764,6.6875,3.0,2.6875,4.588235294117647,16.4375,13.0,10.625,20.41176470588235
4,5,1.5,1,1.4,1,12,5,0.42,15,7,0.47,6,0.85,4,0.8,7,6,14,14,4.0625,3.6875,4.1875,5.25,1.3125,1.5,0.8125,0.75,1.4,1.325,0.79375,1.14375,4.25,4.5,3.4375,3.75,13.0,13.9375,13.9375,21.9375
3,5,1.0,0,4.0,3,9,4,0.44,18,5,0.28,2,0.4,4,1.0,4,4,15,10,6.647058823529412,5.0625,3.235294117647059,4.1875,1.3529411764705883,1.6875,1.3529411764705883,0.5625,1.4000000000000001,1.6,1.288235294117647,0.825,4.529411764705882,3.8125,3.7058823529411766,2.75,28.941176470588236,16.125,13.588235294117647,16.5625
3,3,2.0,2,0.2,1,13,5,0.38,5,3,0.6,2,0.66,3,0.6,4,0,18,12,5.1875,4.625,3.625,5.0625,1.0625,0.9375,1.1875,1.4375,1.375,0.9,1.03125,1.5999999999999999,4.0,2.9375,3.75,4.0625,24.875,17.625,12.5625,20.6875
4,2,1.2,0,0.6,1,17,2,0.12,9,2,0.22,1,0.5,2,1.0,4,2,31,9,7.823529411764706,3.235294117647059,2.4705882352941178,6.705882352941177,1.1764705882352942,1.2352941176470589,0.7647058823529411,1.8235294117647058,1.3882352941176472,0.9352941176470588,0.788235294117647,1.5941176470588236,4.176470588235294,2.764705882352941,1.9411764705882353,5.352941176470588,27.823529411764707,14.352941176470589,13.823529411764707,23.235294117647058
4,1,3.4,4,0.6,0,18,10,0.56,7,0,0.0,0,1.0,6,0.6,6,4,15,25,5.8125,4.176470588235294,3.875,6.411764705882353,1.6875,0.5882352941176471,0.9375,2.176470588235294,1.95625,0.6941176470588236,1.0125,2.0823529411764703,5.5625,2.2941176470588234,3.25,6.529411764705882,15.5625,14.647058823529411,16.9375,22.294117647058822
2,2,2.3,5,0.2,1,24,9,0.38,7,4,0.57,3,0.75,4,0.44,9,1,22,15,7.0,2.5,3.4705882352941178,6.0,1.411764705882353,0.75,1.0,1.5,1.3588235294117648,0.70625,0.7823529411764706,1.36875,4.117647058823529,2.75,2.823529411764706,4.5625,26.176470588235293,15.0625,13.117647058823529,24.3125
2,2,1.2,1,0.5,0,14,6,0.43,12,0,0.0,0,1.0,5,0.83,2,8,20,25,5.0625,3.5,5.625,5.9375,1.125,1.0,1.3125,2.25,1.1625,0.9875,1.225,1.9625,5.0625,4.0625,3.375,6.25,20.375,15.0625,19.0625,22.375
3,2,1.7,2,0.6,1,14,5,0.36,14,4,0.29,3,0.75,3,0.6,3,12,13,27,4.0588235294117645,3.8823529411764706,4.0,6.176470588235294,1.9411764705882353,0.7058823529411765,1.2941176470588236,2.1176470588235294,1.5176470588235293,0.776470588235294,1.1764705882352942,2.0470588235294116,5.294117647058823,2.6470588235294117,3.5294117647058822,6.705882352941177,20.352941176470587,14.294117647058824,18.235294117647058,20.88235294117647
3,2,1.7,2,1.7,1,14,6,0.43,17,4,0.24,3,0.75,5,0.83,7,7,24,23,5.529411764705882,5.1875,4.470588235294118,5.8125,1.4705882352941178,0.75,1.1176470588235294,1.4375,1.4352941176470588,1.20625,1.0411764705882351,1.40625,4.529411764705882,2.9375,3.3529411764705883,4.75,24.88235294117647,23.0,15.0,17.25
2,3,2.5,2,2.0,3,18,4,0.22,11,7,0.64,4,0.57,3,0.75,9,3,38,9,5.625,2.875,3.8125,5.5625,1.1875,1.125,1.5625,1.625,1.4375,0.88125,1.1625,1.7125000000000001,4.125,2.9375,3.9375,4.6875,21.5625,15.6875,14.6875,22.1875
2,5,0.4,0,3.4,4,6,0,0.0,16,8,0.5,4,0.5,0,1.0,5,6,15,10,4.705882352941177,5.0625,5.117647058823529,4.1875,0.9411764705882353,1.6875,1.3529411764705883,0.5625,1.1352941176470588,1.6,1.535294117647059,0.825,3.1176470588235294,3.8125,5.588235294117647,2.75,20.176470588235293,16.125,20.11764705882353,16.5625
5,3,0.7,4,1.7,1,10,4,0.4,14,3,0.21,2,0.66,1,0.25,4,7,7,24,6.0588235294117645,4.647058823529412,3.2941176470588234,4.823529411764706,2.1176470588235294,0.9411764705882353,0.8235294117647058,1.7058823529411764,1.8058823529411765,1.1823529411764706,0.9176470588235294,1.5705882352941176,5.823529411764706,3.4705882352941178,2.0,4.176470588235294,20.058823529411764,17.0,14.647058823529411,19.176470588235293
5,3,2.3,4,0.5,1,22,7,0.32,5,2,0.4,1,0.5,3,0.42,4,3,7,12,6.8125,3.6470588235294117,2.9375,5.294117647058823,2.5,0.8823529411764706,0.875,1.4705882352941178,2.3,0.8529411764705882,1.025,1.447058823529412,6.6875,2.411764705882353,2.6875,4.352941176470588,16.4375,15.705882352941176,10.625,22.88235294117647
1,4,0.9,1,2.7,4,9,2,0.22,15,7,0.47,5,0.71,1,0.5,5,5,21,17,6.5625,5.0,4.75,4.4375,0.9375,1.4375,1.6875,1.25,1.24375,1.4125,1.58125,1.025,3.9375,3.75,4.0625,4.1875,23.875,19.875,16.3125,18.0625
2,4,1.1,2,1.2,1,7,2,0.29,13,6,0.46,5,0.83,0,0.0,3,7,11,26,3.764705882352941,4.235294117647059,3.9411764705882355,3.823529411764706,1.0588235294117647,1.2941176470588236,1.0588235294117647,0.9411764705882353,1.2,1.2588235294117647,1.211764705882353,1.0823529411764705,3.2941176470588234,4.764705882352941,4.235294117647059,3.235294117647059,19.764705882352942,14.058823529411764,16.823529411764707,16.941176470588236
4,4,1.9,1,1.7,0,16,5,0.31,14,2,0.14,2,1.0,4,0.8,9,8,21,24,4.375,4.9411764705882355,5.1875,5.9411764705882355,1.375,1.1764705882352942,0.9375,1.1176470588235294,1.51875,1.1941176470588235,1.11875,1.4529411764705882,4.3125,3.9411764705882355,3.0625,4.235294117647059,14.25,12.823529411764707,18.75,20.58823529411765
2,3,0.2,0,2.0,1,7,2,0.29,15,4,0.27,3,0.75,2,1.0,5,10,19,27,4.529411764705882,3.1176470588235294,5.9411764705882355,6.823529411764706,1.5294117647058822,0.7058823529411765,1.2941176470588236,0.9411764705882353,1.2705882352941178,0.7352941176470589,1.5294117647058822,1.2529411764705882,4.235294117647059,2.823529411764706,4.470588235294118,3.588235294117647,16.764705882352942,17.58823529411765,22.176470588235293,22.764705882352942
2,2,1.5,0,0.3,1,18,6,0.33,7,1,0.14,0,0.0,6,1.0,8,2,33,16,5.0625,2.5625,5.625,5.625,1.125,0.625,1.3125,1.625,1.1625,0.9375,1.225,1.75625,5.0625,2.25,3.375,4.75,20.375,12.25,19.0625,26.3125
